"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell1278","SeuratProject",127553,11174,"Cell1278","Batch2","Group3",126838.101366871,"2","2"
"Cell1279","SeuratProject",58142,8137,"Cell1279","Batch2","Group3",58368.7524144593,"1","1"
"Cell1280","SeuratProject",64251,8500,"Cell1280","Batch2","Group2",63835.4444460977,"1","1"
"Cell1281","SeuratProject",64608,8472,"Cell1281","Batch2","Group3",65005.1792061555,"2","2"
"Cell1282","SeuratProject",47763,7371,"Cell1282","Batch2","Group1",47955.6325796086,"0","0"
"Cell1283","SeuratProject",70357,8881,"Cell1283","Batch2","Group1",71165.475753677,"0","0"
"Cell1284","SeuratProject",56345,7914,"Cell1284","Batch2","Group3",57118.2324146078,"2","2"
"Cell1285","SeuratProject",46895,7278,"Cell1285","Batch2","Group1",47087.1140375361,"0","0"
"Cell1286","SeuratProject",67558,8636,"Cell1286","Batch2","Group1",67795.256973364,"0","0"
"Cell1287","SeuratProject",56785,7985,"Cell1287","Batch2","Group1",56638.7771331516,"2","2"
"Cell1288","SeuratProject",46751,7284,"Cell1288","Batch2","Group2",47162.7348901303,"3","3"
"Cell1289","SeuratProject",71677,8882,"Cell1289","Batch2","Group4",72155.5194893057,"1","1"
"Cell1290","SeuratProject",52030,7566,"Cell1290","Batch2","Group2",51863.3363651385,"1","1"
"Cell1291","SeuratProject",63082,8389,"Cell1291","Batch2","Group3",63513.8298683285,"1","1"
"Cell1292","SeuratProject",53232,7721,"Cell1292","Batch2","Group2",53187.1737058373,"2","2"
"Cell1293","SeuratProject",81348,9397,"Cell1293","Batch2","Group1",81439.6917692268,"0","0"
"Cell1294","SeuratProject",49083,7341,"Cell1294","Batch2","Group3",48814.703369781,"1","1"
"Cell1295","SeuratProject",66110,8521,"Cell1295","Batch2","Group1",65910.8785822186,"3","3"
"Cell1296","SeuratProject",64048,8439,"Cell1296","Batch2","Group1",63891.1737654877,"3","3"
"Cell1297","SeuratProject",80099,9248,"Cell1297","Batch2","Group2",79608.7827473694,"2","2"
"Cell1298","SeuratProject",75401,9040,"Cell1298","Batch2","Group1",75683.3999433577,"2","2"
"Cell1299","SeuratProject",58324,8074,"Cell1299","Batch2","Group1",58356.7111103408,"3","3"
"Cell1300","SeuratProject",93593,9884,"Cell1300","Batch2","Group3",93381.0908071046,"2","2"
"Cell1301","SeuratProject",55626,7855,"Cell1301","Batch2","Group1",55732.2428690988,"0","0"
"Cell1302","SeuratProject",46983,7216,"Cell1302","Batch2","Group3",46648.0843261652,"1","1"
"Cell1303","SeuratProject",70407,8732,"Cell1303","Batch2","Group1",69386.9539191785,"0","0"
"Cell1304","SeuratProject",64594,8458,"Cell1304","Batch2","Group3",64868.3592783374,"0","0"
"Cell1305","SeuratProject",68556,8596,"Cell1305","Batch2","Group2",68838.5298162629,"1","1"
"Cell1306","SeuratProject",72991,8889,"Cell1306","Batch2","Group1",72860.8772852471,"0","0"
"Cell1307","SeuratProject",70176,8839,"Cell1307","Batch2","Group4",70342.4718145433,"2","2"
"Cell1308","SeuratProject",57137,8049,"Cell1308","Batch2","Group1",57122.807764137,"0","0"
"Cell1309","SeuratProject",63970,8371,"Cell1309","Batch2","Group2",62847.960609038,"3","3"
"Cell1310","SeuratProject",66434,8564,"Cell1310","Batch2","Group3",66149.7718508645,"0","0"
"Cell1311","SeuratProject",29777,5688,"Cell1311","Batch2","Group1",29802.3863884105,"2","2"
"Cell1312","SeuratProject",37757,6612,"Cell1312","Batch2","Group2",37801.9494010665,"1","1"
"Cell1313","SeuratProject",52440,7645,"Cell1313","Batch2","Group2",52564.7899962894,"1","1"
"Cell1314","SeuratProject",36199,6297,"Cell1314","Batch2","Group4",36081.163852139,"2","2"
"Cell1315","SeuratProject",40602,6666,"Cell1315","Batch2","Group3",41205.8338257133,"2","2"
"Cell1316","SeuratProject",64658,8556,"Cell1316","Batch2","Group1",65172.0175716713,"1","1"
"Cell1317","SeuratProject",59552,8051,"Cell1317","Batch2","Group3",59420.4847856152,"1","1"
"Cell1318","SeuratProject",49402,7492,"Cell1318","Batch2","Group4",50104.5193346684,"0","0"
"Cell1319","SeuratProject",67376,8618,"Cell1319","Batch2","Group1",67186.4325848763,"1","1"
"Cell1320","SeuratProject",63890,8407,"Cell1320","Batch2","Group3",63442.9700847573,"2","2"
"Cell1321","SeuratProject",49398,7481,"Cell1321","Batch2","Group2",50088.7020162205,"2","2"
"Cell1322","SeuratProject",68383,8709,"Cell1322","Batch2","Group1",68776.9380194162,"0","0"
"Cell1323","SeuratProject",92183,9779,"Cell1323","Batch2","Group1",92588.8594422833,"0","0"
"Cell1324","SeuratProject",58232,8112,"Cell1324","Batch2","Group2",58190.0405222831,"1","1"
"Cell1325","SeuratProject",67258,8635,"Cell1325","Batch2","Group1",66982.50148716,"0","0"
"Cell1326","SeuratProject",43284,6879,"Cell1326","Batch2","Group4",42449.1578830017,"2","2"
"Cell1327","SeuratProject",52176,7691,"Cell1327","Batch2","Group2",52773.3613748956,"1","1"
"Cell1328","SeuratProject",47832,7398,"Cell1328","Batch2","Group3",47998.0074243433,"3","3"
"Cell1329","SeuratProject",70744,8798,"Cell1329","Batch2","Group1",70608.2885965989,"0","0"
"Cell1330","SeuratProject",61293,8338,"Cell1330","Batch2","Group2",61464.4571446616,"1","1"
"Cell1331","SeuratProject",51512,7605,"Cell1331","Batch2","Group1",52414.0784963397,"0","0"
"Cell1332","SeuratProject",56100,7993,"Cell1332","Batch2","Group4",56774.4519597136,"2","2"
"Cell1333","SeuratProject",57329,8078,"Cell1333","Batch2","Group1",57923.2455263974,"0","0"
"Cell1334","SeuratProject",64063,8479,"Cell1334","Batch2","Group3",64504.6499733941,"2","2"
"Cell1335","SeuratProject",64608,8426,"Cell1335","Batch2","Group1",64658.4284959839,"0","0"
"Cell1336","SeuratProject",52683,7642,"Cell1336","Batch2","Group2",51731.9154418375,"1","1"
"Cell1337","SeuratProject",69853,8834,"Cell1337","Batch2","Group3",70652.7487632071,"2","2"
"Cell1338","SeuratProject",44750,7078,"Cell1338","Batch2","Group1",44916.2752071679,"0","0"
"Cell1339","SeuratProject",66590,8616,"Cell1339","Batch2","Group1",66521.5038855649,"3","3"
"Cell1340","SeuratProject",53094,7748,"Cell1340","Batch2","Group1",53794.302272049,"0","0"
"Cell1341","SeuratProject",60521,8263,"Cell1341","Batch2","Group3",60603.7146300389,"2","2"
"Cell1342","SeuratProject",44058,7054,"Cell1342","Batch2","Group2",44485.5740279364,"1","1"
"Cell1343","SeuratProject",62223,8363,"Cell1343","Batch2","Group1",62397.9117677873,"0","0"
"Cell1344","SeuratProject",52750,7784,"Cell1344","Batch2","Group2",52266.5152478215,"2","2"
"Cell1345","SeuratProject",85953,9611,"Cell1345","Batch2","Group1",86039.0743916003,"0","0"
"Cell1346","SeuratProject",57809,8179,"Cell1346","Batch2","Group3",57936.2519604583,"2","2"
"Cell1347","SeuratProject",64542,8502,"Cell1347","Batch2","Group1",64914.9247783339,"1","1"
"Cell1348","SeuratProject",49030,7443,"Cell1348","Batch2","Group2",49407.7748286172,"2","2"
"Cell1349","SeuratProject",93866,9898,"Cell1349","Batch2","Group1",93366.9400284554,"0","0"
"Cell1350","SeuratProject",50965,7540,"Cell1350","Batch2","Group1",50488.9892265679,"1","1"
"Cell1351","SeuratProject",50570,7562,"Cell1351","Batch2","Group1",50650.1838858757,"0","0"
"Cell1352","SeuratProject",54917,7949,"Cell1352","Batch2","Group3",55133.0897995518,"3","3"
"Cell1353","SeuratProject",76244,9034,"Cell1353","Batch2","Group1",75861.5705993359,"0","0"
"Cell1354","SeuratProject",52528,7654,"Cell1354","Batch2","Group2",53081.3861271185,"1","1"
"Cell1355","SeuratProject",97687,10072,"Cell1355","Batch2","Group3",97773.1355405701,"2","2"
"Cell1356","SeuratProject",65640,8438,"Cell1356","Batch2","Group3",65262.8758298331,"2","2"
"Cell1357","SeuratProject",55853,7961,"Cell1357","Batch2","Group2",56054.1992393413,"1","1"
"Cell1358","SeuratProject",55740,7997,"Cell1358","Batch2","Group2",56434.7963600808,"2","2"
"Cell1359","SeuratProject",60338,8201,"Cell1359","Batch2","Group4",60344.3474858966,"2","2"
"Cell1360","SeuratProject",64139,8496,"Cell1360","Batch2","Group4",63843.5764925227,"0","0"
"Cell1361","SeuratProject",53315,7686,"Cell1361","Batch2","Group3",53394.9795081071,"2","2"
"Cell1362","SeuratProject",70522,8857,"Cell1362","Batch2","Group2",70352.2057953511,"1","1"
"Cell1363","SeuratProject",62461,8424,"Cell1363","Batch2","Group1",62820.039412629,"0","0"
"Cell1364","SeuratProject",61190,8336,"Cell1364","Batch2","Group1",61878.7623632217,"0","0"
"Cell1365","SeuratProject",67051,8540,"Cell1365","Batch2","Group1",66953.7051695823,"0","0"
"Cell1366","SeuratProject",42334,6893,"Cell1366","Batch2","Group4",42257.6176936065,"2","2"
"Cell1367","SeuratProject",52401,7673,"Cell1367","Batch2","Group3",52505.7022178833,"0","0"
"Cell1368","SeuratProject",40092,6701,"Cell1368","Batch2","Group4",40166.6249560587,"0","0"
"Cell1369","SeuratProject",48603,7438,"Cell1369","Batch2","Group1",49149.0177823724,"0","0"
"Cell1370","SeuratProject",40771,6758,"Cell1370","Batch2","Group3",40653.1650317899,"1","1"
"Cell1371","SeuratProject",56470,7993,"Cell1371","Batch2","Group2",56709.2258007527,"1","1"
"Cell1372","SeuratProject",55069,7848,"Cell1372","Batch2","Group1",55115.4298950028,"0","0"
"Cell1373","SeuratProject",74762,9051,"Cell1373","Batch2","Group1",75068.5125253512,"2","2"
"Cell1374","SeuratProject",67584,8556,"Cell1374","Batch2","Group4",67361.2004557659,"2","2"
"Cell1375","SeuratProject",65801,8614,"Cell1375","Batch2","Group1",66250.1295022347,"0","0"
"Cell1376","SeuratProject",69802,8779,"Cell1376","Batch2","Group2",69894.7492176266,"0","0"
"Cell1377","SeuratProject",74796,9078,"Cell1377","Batch2","Group4",74793.8743283061,"2","2"
"Cell1378","SeuratProject",86407,9649,"Cell1378","Batch2","Group1",85441.5400428846,"0","0"
"Cell1379","SeuratProject",58616,8107,"Cell1379","Batch2","Group1",59052.2110840336,"0","0"
"Cell1380","SeuratProject",60964,8246,"Cell1380","Batch2","Group3",61967.6541391733,"1","1"
"Cell1381","SeuratProject",71213,8845,"Cell1381","Batch2","Group1",71040.6261681246,"3","3"
"Cell1382","SeuratProject",73611,9034,"Cell1382","Batch2","Group4",74322.222303513,"1","1"
"Cell1383","SeuratProject",75141,9023,"Cell1383","Batch2","Group1",74610.4819283411,"0","0"
"Cell1384","SeuratProject",60337,8191,"Cell1384","Batch2","Group3",60580.408293533,"1","1"
"Cell1385","SeuratProject",59747,8265,"Cell1385","Batch2","Group4",60201.5809200554,"2","2"
"Cell1386","SeuratProject",60200,8263,"Cell1386","Batch2","Group4",60114.0308732948,"2","2"
"Cell1387","SeuratProject",39777,6700,"Cell1387","Batch2","Group2",39661.9349930357,"1","1"
"Cell1388","SeuratProject",72105,8971,"Cell1388","Batch2","Group1",71861.0643723409,"0","0"
"Cell1389","SeuratProject",90819,9814,"Cell1389","Batch2","Group2",89424.0296979503,"1","1"
"Cell1390","SeuratProject",68152,8657,"Cell1390","Batch2","Group2",69105.1861598156,"1","1"
"Cell1391","SeuratProject",64609,8535,"Cell1391","Batch2","Group3",65177.5214696202,"1","1"
"Cell1392","SeuratProject",68255,8732,"Cell1392","Batch2","Group2",68345.3521430453,"1","1"
"Cell1393","SeuratProject",55237,7982,"Cell1393","Batch2","Group4",56013.5550498159,"2","2"
"Cell1394","SeuratProject",59834,8210,"Cell1394","Batch2","Group1",60560.4355818815,"3","3"
"Cell1395","SeuratProject",82276,9410,"Cell1395","Batch2","Group3",83301.1204730881,"1","1"
"Cell1396","SeuratProject",70303,8840,"Cell1396","Batch2","Group3",70565.1080639037,"1","1"
"Cell1397","SeuratProject",80676,9290,"Cell1397","Batch2","Group3",80599.5982631862,"0","0"
"Cell1398","SeuratProject",85141,9566,"Cell1398","Batch2","Group4",85980.7339359122,"0","0"
"Cell1399","SeuratProject",70474,8769,"Cell1399","Batch2","Group1",69943.9236375229,"2","2"
"Cell1400","SeuratProject",64116,8345,"Cell1400","Batch2","Group1",63552.9685241712,"0","0"
"Cell1401","SeuratProject",55235,7796,"Cell1401","Batch2","Group3",54604.1422586685,"3","3"
"Cell1402","SeuratProject",74389,9040,"Cell1402","Batch2","Group1",74669.9719454165,"1","1"
"Cell1403","SeuratProject",51038,7610,"Cell1403","Batch2","Group2",50276.913399311,"1","1"
"Cell1404","SeuratProject",58786,8171,"Cell1404","Batch2","Group3",59043.4919908799,"1","1"
"Cell1405","SeuratProject",58560,8066,"Cell1405","Batch2","Group3",58258.7543537321,"2","2"
"Cell1406","SeuratProject",69034,8755,"Cell1406","Batch2","Group1",69766.5442565527,"0","0"
"Cell1407","SeuratProject",62900,8351,"Cell1407","Batch2","Group3",62957.0032447197,"1","1"
"Cell1408","SeuratProject",54695,7911,"Cell1408","Batch2","Group2",54709.4672079751,"1","1"
"Cell1409","SeuratProject",61523,8244,"Cell1409","Batch2","Group1",62012.4456045359,"1","1"
"Cell1410","SeuratProject",61355,8187,"Cell1410","Batch2","Group1",60858.8229250723,"0","0"
"Cell1411","SeuratProject",43218,6916,"Cell1411","Batch2","Group1",42952.3525678517,"1","1"
"Cell1412","SeuratProject",63955,8454,"Cell1412","Batch2","Group1",63724.4284556884,"0","0"
"Cell1413","SeuratProject",76363,9082,"Cell1413","Batch2","Group2",76473.4604892634,"1","1"
"Cell1414","SeuratProject",70316,8882,"Cell1414","Batch2","Group1",70849.131686158,"0","0"
"Cell1415","SeuratProject",39801,6653,"Cell1415","Batch2","Group4",40130.0697498549,"1","1"
"Cell1416","SeuratProject",49002,7478,"Cell1416","Batch2","Group4",49440.986739313,"0","0"
"Cell1417","SeuratProject",70149,8815,"Cell1417","Batch2","Group3",70133.9753478354,"2","2"
"Cell1418","SeuratProject",60240,8172,"Cell1418","Batch2","Group2",60112.4711683762,"3","3"
"Cell1419","SeuratProject",41341,6728,"Cell1419","Batch2","Group2",41338.0559152682,"1","1"
"Cell1420","SeuratProject",44788,7158,"Cell1420","Batch2","Group3",45465.5036641538,"2","2"
"Cell1421","SeuratProject",62930,8394,"Cell1421","Batch2","Group2",62725.7830434335,"1","1"
"Cell1422","SeuratProject",64819,8472,"Cell1422","Batch2","Group1",65358.1101495293,"0","0"
"Cell1423","SeuratProject",49234,7472,"Cell1423","Batch2","Group1",48866.7276250115,"0","0"
"Cell1424","SeuratProject",64835,8499,"Cell1424","Batch2","Group2",64223.145060699,"1","1"
"Cell1425","SeuratProject",71171,8819,"Cell1425","Batch2","Group2",71547.7533238922,"1","1"
"Cell1426","SeuratProject",67134,8601,"Cell1426","Batch2","Group2",66947.9966409754,"1","1"
"Cell1427","SeuratProject",51636,7688,"Cell1427","Batch2","Group3",51587.41267897,"3","3"
"Cell1428","SeuratProject",59687,8168,"Cell1428","Batch2","Group1",58999.8038593096,"0","0"
"Cell1429","SeuratProject",62514,8435,"Cell1429","Batch2","Group1",63056.7749267778,"0","0"
"Cell1430","SeuratProject",45968,7174,"Cell1430","Batch2","Group2",45968.5950919236,"1","1"
"Cell1431","SeuratProject",80637,9312,"Cell1431","Batch2","Group4",81367.2332731539,"2","2"
"Cell1432","SeuratProject",61316,8384,"Cell1432","Batch2","Group4",61472.0410622134,"1","1"
"Cell1433","SeuratProject",50940,7549,"Cell1433","Batch2","Group2",50673.8605664683,"1","1"
"Cell1434","SeuratProject",65103,8523,"Cell1434","Batch2","Group1",65245.9896857072,"3","3"
"Cell1435","SeuratProject",51493,7616,"Cell1435","Batch2","Group2",51281.0827082925,"1","1"
"Cell1436","SeuratProject",67323,8605,"Cell1436","Batch2","Group2",67869.6583859871,"1","1"
"Cell1437","SeuratProject",81676,9309,"Cell1437","Batch2","Group3",80724.5230422812,"1","1"
"Cell1438","SeuratProject",59954,8179,"Cell1438","Batch2","Group1",60058.475060816,"0","0"
"Cell1439","SeuratProject",55335,7921,"Cell1439","Batch2","Group3",55137.0143133139,"2","2"
"Cell1440","SeuratProject",99267,10190,"Cell1440","Batch2","Group1",99200.0588683817,"2","2"
"Cell1441","SeuratProject",65284,8577,"Cell1441","Batch2","Group4",65150.5491617783,"2","2"
"Cell1442","SeuratProject",64105,8421,"Cell1442","Batch2","Group4",63751.1372078896,"0","0"
"Cell1443","SeuratProject",73619,8991,"Cell1443","Batch2","Group1",73951.0489455053,"0","0"
"Cell1444","SeuratProject",47185,7241,"Cell1444","Batch2","Group1",47118.3496337194,"0","0"
"Cell1445","SeuratProject",71066,8826,"Cell1445","Batch2","Group1",70832.6319404602,"0","0"
"Cell1446","SeuratProject",47952,7348,"Cell1446","Batch2","Group1",47618.7714656695,"0","0"
"Cell1447","SeuratProject",67297,8636,"Cell1447","Batch2","Group3",66906.4765459012,"2","2"
"Cell1448","SeuratProject",49065,7404,"Cell1448","Batch2","Group1",48782.0167519295,"0","0"
"Cell1449","SeuratProject",84309,9515,"Cell1449","Batch2","Group1",83651.3587661848,"0","0"
"Cell1450","SeuratProject",82353,9405,"Cell1450","Batch2","Group3",82363.7158113982,"2","2"
"Cell1451","SeuratProject",50769,7558,"Cell1451","Batch2","Group3",50559.9251627487,"2","2"
"Cell1452","SeuratProject",70931,8782,"Cell1452","Batch2","Group1",70825.4604025462,"0","0"
"Cell1453","SeuratProject",63993,8279,"Cell1453","Batch2","Group3",62974.7107638353,"2","2"
"Cell1454","SeuratProject",70534,8863,"Cell1454","Batch2","Group2",70451.1072864039,"1","1"
"Cell1455","SeuratProject",57884,8134,"Cell1455","Batch2","Group1",58170.6215004168,"0","0"
"Cell1456","SeuratProject",88539,9589,"Cell1456","Batch2","Group2",88192.8233849649,"2","2"
"Cell1457","SeuratProject",52629,7720,"Cell1457","Batch2","Group2",52167.5384281756,"2","2"
"Cell1458","SeuratProject",54539,7845,"Cell1458","Batch2","Group3",54721.2452650514,"0","0"
"Cell1459","SeuratProject",49370,7511,"Cell1459","Batch2","Group3",49885.0866442535,"2","2"
"Cell1460","SeuratProject",56294,7904,"Cell1460","Batch2","Group1",55731.4987220934,"2","2"
"Cell1461","SeuratProject",60856,8184,"Cell1461","Batch2","Group1",60970.8844767114,"0","0"
"Cell1462","SeuratProject",55835,7942,"Cell1462","Batch2","Group1",55270.786388985,"0","0"
"Cell1463","SeuratProject",45759,7148,"Cell1463","Batch2","Group2",45330.5100062528,"1","1"
"Cell1464","SeuratProject",39710,6687,"Cell1464","Batch2","Group1",40217.9472482943,"3","3"
"Cell1465","SeuratProject",69710,8807,"Cell1465","Batch2","Group1",69938.1928322643,"0","0"
"Cell1466","SeuratProject",109295,10385,"Cell1466","Batch2","Group1",108623.891799399,"0","0"
"Cell1467","SeuratProject",75736,9159,"Cell1467","Batch2","Group2",75333.9888630597,"1","1"
"Cell1468","SeuratProject",65167,8448,"Cell1468","Batch2","Group1",65629.7343919876,"0","0"
"Cell1469","SeuratProject",56489,8053,"Cell1469","Batch2","Group1",56731.7544477,"1","1"
"Cell1470","SeuratProject",63303,8279,"Cell1470","Batch2","Group3",63905.9832639185,"2","2"
"Cell1471","SeuratProject",69395,8690,"Cell1471","Batch2","Group4",68700.6115047056,"1","1"
"Cell1472","SeuratProject",71760,8831,"Cell1472","Batch2","Group4",70783.1029184815,"1","1"
"Cell1473","SeuratProject",43950,7041,"Cell1473","Batch2","Group4",44044.9529514734,"0","0"
"Cell1474","SeuratProject",65636,8489,"Cell1474","Batch2","Group1",64452.4392153711,"0","0"
"Cell1475","SeuratProject",52538,7609,"Cell1475","Batch2","Group3",52793.8423804573,"1","1"
"Cell1476","SeuratProject",50554,7507,"Cell1476","Batch2","Group3",50364.0800442347,"1","1"
"Cell1477","SeuratProject",50030,7524,"Cell1477","Batch2","Group3",49322.0588924373,"2","2"
"Cell1478","SeuratProject",41038,6781,"Cell1478","Batch2","Group1",40863.7792862401,"0","0"
"Cell1479","SeuratProject",48194,7430,"Cell1479","Batch2","Group3",49093.2729706727,"1","1"
"Cell1480","SeuratProject",48753,7441,"Cell1480","Batch2","Group1",48902.6692741852,"3","3"
"Cell1481","SeuratProject",47554,7222,"Cell1481","Batch2","Group1",47652.3202803506,"0","0"
"Cell1482","SeuratProject",52317,7650,"Cell1482","Batch2","Group4",52347.0207993797,"1","1"
"Cell1483","SeuratProject",54020,7776,"Cell1483","Batch2","Group3",53530.0741501613,"3","3"
"Cell1484","SeuratProject",80610,9379,"Cell1484","Batch2","Group1",80402.3128758204,"1","1"
"Cell1485","SeuratProject",76296,9032,"Cell1485","Batch2","Group1",76387.6520022385,"0","0"
"Cell1486","SeuratProject",70120,8816,"Cell1486","Batch2","Group3",69758.0451438527,"1","1"
"Cell1487","SeuratProject",80628,9285,"Cell1487","Batch2","Group3",80516.0111616366,"1","1"
"Cell1488","SeuratProject",85429,9496,"Cell1488","Batch2","Group1",84917.0907481202,"0","0"
"Cell1489","SeuratProject",54945,7907,"Cell1489","Batch2","Group3",54467.5342152636,"1","1"
"Cell1490","SeuratProject",67465,8637,"Cell1490","Batch2","Group2",66827.648376847,"0","0"
"Cell1491","SeuratProject",60987,8292,"Cell1491","Batch2","Group2",61147.5375495618,"1","1"
"Cell1492","SeuratProject",56357,8016,"Cell1492","Batch2","Group2",57129.5300325909,"2","2"
"Cell1493","SeuratProject",50895,7582,"Cell1493","Batch2","Group4",49936.7679964836,"2","2"
"Cell1494","SeuratProject",55242,7911,"Cell1494","Batch2","Group2",55215.3746487777,"2","2"
"Cell1495","SeuratProject",55949,8002,"Cell1495","Batch2","Group1",55885.6711290221,"0","0"
"Cell1496","SeuratProject",51315,7604,"Cell1496","Batch2","Group1",50991.949622392,"0","0"
"Cell1497","SeuratProject",48842,7386,"Cell1497","Batch2","Group1",48625.2017047401,"2","2"
"Cell1498","SeuratProject",58724,8002,"Cell1498","Batch2","Group2",58167.8165653991,"0","0"
"Cell1499","SeuratProject",44083,7110,"Cell1499","Batch2","Group4",44754.4186665892,"1","1"
"Cell1500","SeuratProject",55021,7799,"Cell1500","Batch2","Group1",55754.3760422528,"1","1"
"Cell1501","SeuratProject",55349,7741,"Cell1501","Batch2","Group3",55109.1263874999,"1","1"
"Cell1502","SeuratProject",73123,8956,"Cell1502","Batch2","Group1",73137.6139561526,"2","2"
"Cell1503","SeuratProject",57878,8062,"Cell1503","Batch2","Group3",58016.9801971788,"1","1"
"Cell1504","SeuratProject",73364,9002,"Cell1504","Batch2","Group1",72822.8267056127,"0","0"
"Cell1505","SeuratProject",65100,8521,"Cell1505","Batch2","Group2",65318.8000949045,"2","2"
"Cell1506","SeuratProject",60371,8201,"Cell1506","Batch2","Group2",60164.3406273773,"3","3"
"Cell1507","SeuratProject",55840,7930,"Cell1507","Batch2","Group3",56411.8007504091,"1","1"
"Cell1508","SeuratProject",57048,8040,"Cell1508","Batch2","Group4",56592.0359599988,"0","0"
"Cell1509","SeuratProject",85074,9551,"Cell1509","Batch2","Group1",84796.8965797612,"0","0"
"Cell1510","SeuratProject",68508,8607,"Cell1510","Batch2","Group1",68725.0413075654,"2","2"
"Cell1511","SeuratProject",55168,7954,"Cell1511","Batch2","Group1",55494.1850617498,"2","2"
"Cell1512","SeuratProject",71615,8841,"Cell1512","Batch2","Group2",71485.6745538839,"1","1"
"Cell1513","SeuratProject",55072,7885,"Cell1513","Batch2","Group1",55471.0909735499,"3","3"
"Cell1514","SeuratProject",52004,7690,"Cell1514","Batch2","Group4",51120.4443317631,"2","2"
"Cell1515","SeuratProject",58529,8137,"Cell1515","Batch2","Group3",58140.0144810041,"1","1"
"Cell1516","SeuratProject",86364,9650,"Cell1516","Batch2","Group2",86625.1006521721,"1","1"
"Cell1517","SeuratProject",62200,8366,"Cell1517","Batch2","Group1",62580.5244925446,"0","0"
"Cell1518","SeuratProject",78349,9164,"Cell1518","Batch2","Group1",78551.7473414753,"0","0"
"Cell1519","SeuratProject",63815,8430,"Cell1519","Batch2","Group1",64130.0906555257,"0","0"
"Cell1520","SeuratProject",68631,8714,"Cell1520","Batch2","Group2",69872.3245902952,"2","2"
"Cell1521","SeuratProject",53517,7726,"Cell1521","Batch2","Group1",54081.2833721301,"0","0"
"Cell1522","SeuratProject",66621,8541,"Cell1522","Batch2","Group2",66919.9494132891,"2","2"
"Cell1523","SeuratProject",52066,7566,"Cell1523","Batch2","Group1",51644.9328287502,"0","0"
"Cell1524","SeuratProject",74472,9056,"Cell1524","Batch2","Group3",74644.3347841604,"2","2"
"Cell1525","SeuratProject",51776,7610,"Cell1525","Batch2","Group3",51691.7498506424,"3","3"
"Cell1526","SeuratProject",55822,7879,"Cell1526","Batch2","Group1",55380.6976273437,"2","2"
"Cell1527","SeuratProject",63888,8431,"Cell1527","Batch2","Group1",63376.7493515771,"0","0"
"Cell1528","SeuratProject",78114,9195,"Cell1528","Batch2","Group2",77908.7325410889,"1","1"
"Cell1529","SeuratProject",53400,7703,"Cell1529","Batch2","Group1",53221.5681176626,"0","0"
"Cell1530","SeuratProject",78424,9300,"Cell1530","Batch2","Group2",78731.4111464301,"1","1"
"Cell1531","SeuratProject",68241,8671,"Cell1531","Batch2","Group2",68697.1375435823,"1","1"
"Cell1532","SeuratProject",57392,8047,"Cell1532","Batch2","Group2",57391.530927736,"1","1"
"Cell1533","SeuratProject",48813,7419,"Cell1533","Batch2","Group1",48333.0801928649,"0","0"
"Cell1534","SeuratProject",61001,8288,"Cell1534","Batch2","Group1",60665.6252782343,"0","0"
"Cell1535","SeuratProject",56252,7916,"Cell1535","Batch2","Group4",56581.593620207,"0","0"
"Cell1536","SeuratProject",46707,7175,"Cell1536","Batch2","Group2",46752.3398429773,"1","1"
"Cell1537","SeuratProject",59959,8191,"Cell1537","Batch2","Group1",60064.9263275756,"0","0"
"Cell1538","SeuratProject",75576,8965,"Cell1538","Batch2","Group1",75331.1670929957,"0","0"
"Cell1539","SeuratProject",81768,9480,"Cell1539","Batch2","Group3",82463.2978616281,"2","2"
"Cell1540","SeuratProject",43075,6978,"Cell1540","Batch2","Group3",42950.3166696731,"2","2"
"Cell1541","SeuratProject",101484,10179,"Cell1541","Batch2","Group1",101159.070561932,"0","0"
"Cell1542","SeuratProject",48604,7375,"Cell1542","Batch2","Group1",48414.1528221699,"0","0"
"Cell1543","SeuratProject",58926,8080,"Cell1543","Batch2","Group4",59105.7119927799,"2","2"
"Cell1544","SeuratProject",50566,7519,"Cell1544","Batch2","Group1",50055.2453060459,"0","0"
"Cell1545","SeuratProject",44607,7113,"Cell1545","Batch2","Group1",44674.6575233079,"0","0"
"Cell1546","SeuratProject",64792,8502,"Cell1546","Batch2","Group1",65442.2804183965,"0","0"
"Cell1547","SeuratProject",59604,8171,"Cell1547","Batch2","Group1",58837.3324939216,"2","2"
"Cell1548","SeuratProject",52511,7703,"Cell1548","Batch2","Group1",52813.740546354,"3","3"
"Cell1549","SeuratProject",86735,9556,"Cell1549","Batch2","Group3",86693.8388907434,"1","1"
"Cell1550","SeuratProject",61029,8246,"Cell1550","Batch2","Group1",61194.4973948783,"0","0"
"Cell1551","SeuratProject",52095,7655,"Cell1551","Batch2","Group4",52050.3258346861,"2","2"
"Cell1552","SeuratProject",80065,9255,"Cell1552","Batch2","Group1",80042.2009710697,"0","0"
"Cell1553","SeuratProject",49580,7399,"Cell1553","Batch2","Group3",49585.1521846205,"1","1"
"Cell1554","SeuratProject",48083,7331,"Cell1554","Batch2","Group4",47871.8676389688,"1","1"
"Cell1555","SeuratProject",57547,8020,"Cell1555","Batch2","Group1",57998.3403096871,"2","2"
"Cell1556","SeuratProject",51787,7669,"Cell1556","Batch2","Group2",51864.8770192894,"2","2"
