"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell1284","SeuratProject",3295,489,"Cell1284","Batch2","Group3",3965.38513820966,"0","0"
"Cell1285","SeuratProject",3158,461,"Cell1285","Batch2","Group4",3679.94320557216,"1","1"
"Cell1286","SeuratProject",2628,400,"Cell1286","Batch2","Group4",3173.86587009664,"1","1"
"Cell1287","SeuratProject",2706,457,"Cell1287","Batch2","Group2",3174.97564853716,"3","3"
"Cell1288","SeuratProject",2205,380,"Cell1288","Batch2","Group2",2666.49233394603,"2","2"
"Cell1289","SeuratProject",3918,534,"Cell1289","Batch2","Group4",4420.64810288069,"3","3"
"Cell1290","SeuratProject",2619,421,"Cell1290","Batch2","Group2",3081.83212020035,"3","3"
"Cell1291","SeuratProject",2293,394,"Cell1291","Batch2","Group2",2710.813345263,"3","3"
"Cell1292","SeuratProject",2857,451,"Cell1292","Batch2","Group3",3568.14269077032,"0","0"
"Cell1293","SeuratProject",2040,377,"Cell1293","Batch2","Group2",2496.27672254301,"3","3"
"Cell1294","SeuratProject",4572,587,"Cell1294","Batch2","Group1",5207.34922847214,"2","2"
"Cell1295","SeuratProject",4509,583,"Cell1295","Batch2","Group3",5215.06613251034,"0","0"
"Cell1296","SeuratProject",2458,390,"Cell1296","Batch2","Group1",2895.04921419293,"2","2"
"Cell1297","SeuratProject",1714,296,"Cell1297","Batch2","Group1",2017.76672556243,"2","2"
"Cell1298","SeuratProject",2610,415,"Cell1298","Batch2","Group1",3351.74269412986,"2","2"
"Cell1299","SeuratProject",3143,492,"Cell1299","Batch2","Group3",3793.43516979596,"0","0"
"Cell1300","SeuratProject",2563,443,"Cell1300","Batch2","Group2",3162.0629540499,"1","1"
"Cell1301","SeuratProject",3327,503,"Cell1301","Batch2","Group3",3628.14803520912,"0","0"
"Cell1302","SeuratProject",3272,499,"Cell1302","Batch2","Group3",3812.83556192152,"0","0"
"Cell1303","SeuratProject",5262,668,"Cell1303","Batch2","Group3",5946.59218582407,"0","0"
"Cell1304","SeuratProject",2649,425,"Cell1304","Batch2","Group1",3304.56108199407,"2","2"
"Cell1305","SeuratProject",2033,363,"Cell1305","Batch2","Group4",2505.62290040006,"1","1"
"Cell1306","SeuratProject",3011,471,"Cell1306","Batch2","Group3",3837.18368696866,"0","0"
"Cell1307","SeuratProject",5219,658,"Cell1307","Batch2","Group4",6276.50208152836,"1","1"
"Cell1308","SeuratProject",2882,441,"Cell1308","Batch2","Group3",3510.44761136508,"0","0"
"Cell1309","SeuratProject",1269,281,"Cell1309","Batch2","Group1",1597.38559426589,"2","2"
"Cell1310","SeuratProject",2784,434,"Cell1310","Batch2","Group3",3413.5566998677,"0","0"
"Cell1311","SeuratProject",2408,370,"Cell1311","Batch2","Group1",2919.76589949911,"2","2"
"Cell1312","SeuratProject",3081,513,"Cell1312","Batch2","Group2",3568.49713462466,"3","3"
"Cell1313","SeuratProject",2426,422,"Cell1313","Batch2","Group2",3064.74458459129,"3","3"
"Cell1314","SeuratProject",4524,614,"Cell1314","Batch2","Group3",5155.07417225651,"0","0"
"Cell1315","SeuratProject",1172,268,"Cell1315","Batch2","Group2",1500.90573078257,"3","3"
"Cell1316","SeuratProject",2304,392,"Cell1316","Batch2","Group4",2525.50046715181,"1","1"
"Cell1317","SeuratProject",3599,550,"Cell1317","Batch2","Group2",4250.24870688142,"3","3"
"Cell1318","SeuratProject",3918,543,"Cell1318","Batch2","Group3",4549.9496545918,"0","0"
"Cell1319","SeuratProject",2049,379,"Cell1319","Batch2","Group2",2401.14341848271,"3","3"
"Cell1320","SeuratProject",3333,479,"Cell1320","Batch2","Group1",4152.73973289502,"2","2"
"Cell1321","SeuratProject",2996,441,"Cell1321","Batch2","Group1",3290.08490327782,"2","2"
"Cell1322","SeuratProject",4180,580,"Cell1322","Batch2","Group1",4859.13525345385,"2","2"
"Cell1323","SeuratProject",6153,729,"Cell1323","Batch2","Group2",7027.4457080972,"3","3"
"Cell1324","SeuratProject",3717,553,"Cell1324","Batch2","Group3",4281.25907013173,"0","0"
"Cell1325","SeuratProject",1580,285,"Cell1325","Batch2","Group1",1772.65636195731,"2","2"
"Cell1326","SeuratProject",3694,525,"Cell1326","Batch2","Group4",4384.28363771726,"1","1"
"Cell1327","SeuratProject",4538,600,"Cell1327","Batch2","Group2",5450.81029416977,"3","3"
"Cell1328","SeuratProject",4116,591,"Cell1328","Batch2","Group3",4601.38026833142,"0","0"
"Cell1329","SeuratProject",2472,418,"Cell1329","Batch2","Group4",3035.37304620393,"1","1"
"Cell1330","SeuratProject",5085,631,"Cell1330","Batch2","Group4",6001.46506193088,"1","1"
"Cell1331","SeuratProject",4347,587,"Cell1331","Batch2","Group1",5308.04047081532,"2","2"
"Cell1332","SeuratProject",2144,372,"Cell1332","Batch2","Group4",2518.81551056218,"1","1"
"Cell1333","SeuratProject",4801,615,"Cell1333","Batch2","Group3",5417.29402213982,"0","0"
"Cell1334","SeuratProject",2061,354,"Cell1334","Batch2","Group2",2495.67786226872,"3","3"
"Cell1335","SeuratProject",2445,394,"Cell1335","Batch2","Group4",2776.00644189256,"1","1"
"Cell1336","SeuratProject",6604,767,"Cell1336","Batch2","Group2",7313.09282094534,"3","3"
"Cell1337","SeuratProject",2774,477,"Cell1337","Batch2","Group2",3443.61810532768,"3","3"
"Cell1338","SeuratProject",2327,390,"Cell1338","Batch2","Group4",2851.19002931997,"1","1"
"Cell1339","SeuratProject",3557,482,"Cell1339","Batch2","Group1",4245.75996521806,"2","2"
"Cell1340","SeuratProject",5788,717,"Cell1340","Batch2","Group4",6700.22883339907,"3","3"
"Cell1341","SeuratProject",4637,608,"Cell1341","Batch2","Group3",5262.86273201267,"0","0"
"Cell1342","SeuratProject",3668,513,"Cell1342","Batch2","Group1",4159.22220439651,"2","2"
"Cell1343","SeuratProject",2162,403,"Cell1343","Batch2","Group2",2553.91148494528,"3","3"
"Cell1344","SeuratProject",2230,412,"Cell1344","Batch2","Group2",2917.3355229493,"3","3"
"Cell1345","SeuratProject",5898,694,"Cell1345","Batch2","Group2",6517.26646600683,"3","3"
"Cell1346","SeuratProject",4510,654,"Cell1346","Batch2","Group2",5403.83142502575,"3","3"
"Cell1347","SeuratProject",3901,551,"Cell1347","Batch2","Group4",4556.38874388795,"1","1"
"Cell1348","SeuratProject",2562,417,"Cell1348","Batch2","Group1",2892.92025762011,"2","2"
"Cell1349","SeuratProject",2528,424,"Cell1349","Batch2","Group3",2959.54794923727,"0","0"
"Cell1350","SeuratProject",7444,811,"Cell1350","Batch2","Group2",8248.41188802978,"3","3"
"Cell1351","SeuratProject",2918,456,"Cell1351","Batch2","Group2",3350.62552682802,"3","3"
"Cell1352","SeuratProject",4777,572,"Cell1352","Batch2","Group4",5381.6097372755,"1","1"
"Cell1353","SeuratProject",3569,499,"Cell1353","Batch2","Group4",4084.66502146247,"1","1"
"Cell1354","SeuratProject",3144,457,"Cell1354","Batch2","Group4",3678.76092598577,"1","1"
"Cell1355","SeuratProject",4204,574,"Cell1355","Batch2","Group3",4891.11010948765,"0","0"
"Cell1356","SeuratProject",3978,558,"Cell1356","Batch2","Group1",4814.41455956089,"2","2"
"Cell1357","SeuratProject",1701,331,"Cell1357","Batch2","Group1",2063.42745461479,"2","2"
"Cell1358","SeuratProject",2511,399,"Cell1358","Batch2","Group4",2899.36315748986,"1","1"
"Cell1359","SeuratProject",4860,611,"Cell1359","Batch2","Group3",5667.31398104144,"0","0"
"Cell1360","SeuratProject",2383,400,"Cell1360","Batch2","Group2",2767.81176034932,"3","3"
"Cell1361","SeuratProject",2044,371,"Cell1361","Batch2","Group3",2597.56919105786,"0","0"
"Cell1362","SeuratProject",5083,657,"Cell1362","Batch2","Group3",5712.36243978551,"0","0"
"Cell1363","SeuratProject",1681,366,"Cell1363","Batch2","Group2",2124.31150256535,"3","3"
"Cell1364","SeuratProject",2718,471,"Cell1364","Batch2","Group3",3226.27179058299,"0","0"
"Cell1365","SeuratProject",2599,423,"Cell1365","Batch2","Group4",3398.82427248845,"1","1"
"Cell1366","SeuratProject",1622,341,"Cell1366","Batch2","Group2",2210.59180569029,"3","3"
"Cell1367","SeuratProject",4580,584,"Cell1367","Batch2","Group3",5332.46305477693,"0","0"
"Cell1368","SeuratProject",5102,626,"Cell1368","Batch2","Group1",5972.31053124333,"2","2"
"Cell1369","SeuratProject",4520,631,"Cell1369","Batch2","Group3",5138.80517337597,"0","0"
"Cell1370","SeuratProject",2090,377,"Cell1370","Batch2","Group1",2450.14136009711,"2","2"
"Cell1371","SeuratProject",4728,602,"Cell1371","Batch2","Group4",5113.18862634963,"1","1"
"Cell1372","SeuratProject",1118,271,"Cell1372","Batch2","Group3",1485.11361402625,"0","0"
"Cell1373","SeuratProject",4583,604,"Cell1373","Batch2","Group3",5193.11107332171,"0","0"
"Cell1374","SeuratProject",1937,365,"Cell1374","Batch2","Group3",2349.29900403141,"0","0"
"Cell1375","SeuratProject",3008,467,"Cell1375","Batch2","Group2",3436.66930186147,"3","3"
"Cell1376","SeuratProject",3091,462,"Cell1376","Batch2","Group1",3740.32879965047,"2","2"
"Cell1377","SeuratProject",1661,317,"Cell1377","Batch2","Group3",2108.74657190538,"0","0"
"Cell1378","SeuratProject",4057,580,"Cell1378","Batch2","Group3",4768.49222028837,"0","0"
"Cell1379","SeuratProject",6084,745,"Cell1379","Batch2","Group2",7015.55093439395,"3","3"
"Cell1380","SeuratProject",4250,567,"Cell1380","Batch2","Group2",4774.11250459889,"3","3"
"Cell1381","SeuratProject",1357,276,"Cell1381","Batch2","Group3",1721.75184642359,"0","0"
"Cell1382","SeuratProject",4927,633,"Cell1382","Batch2","Group2",5513.39979800162,"3","3"
"Cell1383","SeuratProject",3337,482,"Cell1383","Batch2","Group4",3827.26820479954,"1","1"
"Cell1384","SeuratProject",3132,456,"Cell1384","Batch2","Group4",3509.66146274634,"1","1"
"Cell1385","SeuratProject",4562,573,"Cell1385","Batch2","Group3",5132.09427077761,"0","0"
"Cell1386","SeuratProject",2295,392,"Cell1386","Batch2","Group2",2663.7034408001,"3","3"
"Cell1387","SeuratProject",1131,256,"Cell1387","Batch2","Group3",1330.52725396638,"0","0"
"Cell1388","SeuratProject",2125,374,"Cell1388","Batch2","Group3",2530.72077002178,"0","0"
"Cell1389","SeuratProject",1977,349,"Cell1389","Batch2","Group2",2333.47971117891,"3","3"
"Cell1390","SeuratProject",1127,233,"Cell1390","Batch2","Group3",1360.68288903519,"0","0"
"Cell1391","SeuratProject",3496,508,"Cell1391","Batch2","Group1",4169.26503256641,"2","2"
"Cell1392","SeuratProject",3783,513,"Cell1392","Batch2","Group4",4324.76249640483,"1","1"
"Cell1393","SeuratProject",8605,879,"Cell1393","Batch2","Group4",9696.02688299402,"1","1"
"Cell1394","SeuratProject",2985,433,"Cell1394","Batch2","Group4",3492.88755457792,"1","1"
"Cell1395","SeuratProject",2891,430,"Cell1395","Batch2","Group3",3394.97500688677,"0","0"
"Cell1396","SeuratProject",2025,326,"Cell1396","Batch2","Group4",2290.20691991361,"1","1"
"Cell1397","SeuratProject",3991,529,"Cell1397","Batch2","Group4",4782.05287946151,"1","1"
"Cell1398","SeuratProject",2403,398,"Cell1398","Batch2","Group1",3017.65682750706,"2","2"
"Cell1399","SeuratProject",2287,380,"Cell1399","Batch2","Group4",2622.07841743875,"1","1"
"Cell1400","SeuratProject",4344,598,"Cell1400","Batch2","Group2",5197.15306570083,"3","3"
"Cell1401","SeuratProject",2684,379,"Cell1401","Batch2","Group4",3001.21277328689,"1","1"
"Cell1402","SeuratProject",4300,557,"Cell1402","Batch2","Group1",4938.77440740476,"2","2"
"Cell1403","SeuratProject",5195,642,"Cell1403","Batch2","Group3",5820.33407229933,"0","0"
"Cell1404","SeuratProject",5472,690,"Cell1404","Batch2","Group3",6228.89232874476,"0","0"
"Cell1405","SeuratProject",1823,356,"Cell1405","Batch2","Group2",2239.22980678071,"3","3"
"Cell1406","SeuratProject",3817,543,"Cell1406","Batch2","Group1",4604.98271294185,"2","2"
"Cell1407","SeuratProject",2778,401,"Cell1407","Batch2","Group1",3216.55149480986,"2","2"
"Cell1408","SeuratProject",3828,560,"Cell1408","Batch2","Group3",4363.51713346276,"0","0"
"Cell1409","SeuratProject",3814,524,"Cell1409","Batch2","Group1",4663.74058745109,"2","2"
"Cell1410","SeuratProject",3862,560,"Cell1410","Batch2","Group2",4512.49549017138,"3","3"
"Cell1411","SeuratProject",3861,563,"Cell1411","Batch2","Group2",4599.26564976249,"3","3"
"Cell1412","SeuratProject",2682,429,"Cell1412","Batch2","Group4",3407.34349234044,"1","1"
"Cell1413","SeuratProject",2537,415,"Cell1413","Batch2","Group1",2822.13683146613,"2","2"
"Cell1414","SeuratProject",3653,524,"Cell1414","Batch2","Group1",4266.15752872257,"2","2"
"Cell1415","SeuratProject",1999,357,"Cell1415","Batch2","Group4",2361.86947153968,"1","1"
"Cell1416","SeuratProject",2043,358,"Cell1416","Batch2","Group1",2308.87838756044,"2","2"
"Cell1417","SeuratProject",6375,756,"Cell1417","Batch2","Group2",7351.65481351176,"3","3"
"Cell1418","SeuratProject",3569,499,"Cell1418","Batch2","Group2",4248.15286841968,"3","3"
"Cell1419","SeuratProject",3673,483,"Cell1419","Batch2","Group1",4241.97327006268,"2","2"
"Cell1420","SeuratProject",2445,402,"Cell1420","Batch2","Group4",2791.1726144258,"1","1"
"Cell1421","SeuratProject",1553,321,"Cell1421","Batch2","Group2",1981.06143409927,"3","3"
"Cell1422","SeuratProject",3360,499,"Cell1422","Batch2","Group3",4092.31390033745,"0","0"
"Cell1423","SeuratProject",2216,377,"Cell1423","Batch2","Group1",2545.2087965117,"2","2"
"Cell1424","SeuratProject",2830,432,"Cell1424","Batch2","Group1",3318.108138284,"2","2"
"Cell1425","SeuratProject",2946,475,"Cell1425","Batch2","Group3",3434.50847471201,"0","0"
"Cell1426","SeuratProject",3712,529,"Cell1426","Batch2","Group4",4338.19732179262,"1","1"
"Cell1427","SeuratProject",1529,317,"Cell1427","Batch2","Group3",1800.76783106301,"0","0"
"Cell1428","SeuratProject",2512,399,"Cell1428","Batch2","Group3",2720.09458173094,"0","0"
"Cell1429","SeuratProject",3401,516,"Cell1429","Batch2","Group3",3903.74563596507,"0","0"
"Cell1430","SeuratProject",4549,590,"Cell1430","Batch2","Group1",5121.51464512256,"2","2"
"Cell1431","SeuratProject",3271,528,"Cell1431","Batch2","Group3",3994.85735794238,"0","0"
"Cell1432","SeuratProject",2243,396,"Cell1432","Batch2","Group2",2711.12432905097,"3","3"
"Cell1433","SeuratProject",3056,461,"Cell1433","Batch2","Group1",3658.51773013687,"2","2"
"Cell1434","SeuratProject",3844,578,"Cell1434","Batch2","Group3",4493.88179240421,"0","0"
"Cell1435","SeuratProject",3521,498,"Cell1435","Batch2","Group1",4103.91200299994,"2","2"
"Cell1436","SeuratProject",3294,489,"Cell1436","Batch2","Group2",3749.00997715435,"3","3"
"Cell1437","SeuratProject",3374,495,"Cell1437","Batch2","Group4",4036.80442482258,"1","1"
"Cell1438","SeuratProject",1932,362,"Cell1438","Batch2","Group2",2294.10059842711,"3","3"
"Cell1439","SeuratProject",3311,451,"Cell1439","Batch2","Group4",3590.78386175765,"1","1"
"Cell1440","SeuratProject",2682,419,"Cell1440","Batch2","Group4",2982.60807416574,"1","1"
"Cell1441","SeuratProject",1544,295,"Cell1441","Batch2","Group3",1904.25879844022,"0","0"
"Cell1442","SeuratProject",2952,471,"Cell1442","Batch2","Group4",3583.62205419934,"1","1"
"Cell1443","SeuratProject",1679,353,"Cell1443","Batch2","Group2",2118.9279591416,"3","3"
"Cell1444","SeuratProject",2745,449,"Cell1444","Batch2","Group1",3508.56287571919,"2","2"
"Cell1445","SeuratProject",2786,459,"Cell1445","Batch2","Group2",3132.50603157505,"3","3"
"Cell1446","SeuratProject",2698,403,"Cell1446","Batch2","Group1",3119.21069569267,"2","2"
"Cell1447","SeuratProject",4757,570,"Cell1447","Batch2","Group1",5373.77699099703,"2","2"
"Cell1448","SeuratProject",3036,483,"Cell1448","Batch2","Group3",3689.65070850891,"0","0"
"Cell1449","SeuratProject",4960,614,"Cell1449","Batch2","Group3",5732.81948988494,"0","0"
"Cell1450","SeuratProject",5017,619,"Cell1450","Batch2","Group4",5764.82199439112,"1","1"
"Cell1451","SeuratProject",5013,607,"Cell1451","Batch2","Group4",6002.9622668261,"1","1"
"Cell1452","SeuratProject",2461,420,"Cell1452","Batch2","Group3",2827.8673094336,"0","0"
"Cell1453","SeuratProject",2559,385,"Cell1453","Batch2","Group4",3154.35579278656,"1","1"
"Cell1454","SeuratProject",2709,434,"Cell1454","Batch2","Group4",3247.21180591668,"1","1"
"Cell1455","SeuratProject",3494,514,"Cell1455","Batch2","Group4",3955.56167574931,"1","1"
"Cell1456","SeuratProject",3600,535,"Cell1456","Batch2","Group3",4272.82395771506,"0","0"
"Cell1457","SeuratProject",3126,478,"Cell1457","Batch2","Group1",3766.80928261032,"2","2"
"Cell1458","SeuratProject",7915,802,"Cell1458","Batch2","Group1",8977.37452888554,"3","3"
"Cell1459","SeuratProject",4570,594,"Cell1459","Batch2","Group1",5425.44055985249,"2","2"
"Cell1460","SeuratProject",1070,259,"Cell1460","Batch2","Group3",1489.69726944737,"0","0"
"Cell1461","SeuratProject",4651,614,"Cell1461","Batch2","Group2",5305.0185510997,"3","3"
"Cell1462","SeuratProject",2824,447,"Cell1462","Batch2","Group2",3199.55320955905,"3","3"
"Cell1463","SeuratProject",3504,502,"Cell1463","Batch2","Group4",4091.87682216284,"1","1"
"Cell1464","SeuratProject",2709,433,"Cell1464","Batch2","Group1",3286.49902445971,"2","2"
"Cell1465","SeuratProject",1638,313,"Cell1465","Batch2","Group2",2085.78186460171,"3","3"
"Cell1466","SeuratProject",1724,340,"Cell1466","Batch2","Group2",2039.65397381617,"3","3"
"Cell1467","SeuratProject",4893,654,"Cell1467","Batch2","Group2",5633.88748960506,"3","3"
"Cell1468","SeuratProject",1240,295,"Cell1468","Batch2","Group2",1636.57210941217,"3","3"
"Cell1469","SeuratProject",4146,537,"Cell1469","Batch2","Group1",4543.50011635738,"2","2"
"Cell1470","SeuratProject",2835,462,"Cell1470","Batch2","Group3",3226.63453528587,"0","0"
"Cell1471","SeuratProject",1656,343,"Cell1471","Batch2","Group3",2027.23794296424,"0","0"
"Cell1472","SeuratProject",8230,836,"Cell1472","Batch2","Group2",9131.04443609283,"3","3"
"Cell1473","SeuratProject",2148,372,"Cell1473","Batch2","Group1",2414.55856534564,"2","2"
"Cell1474","SeuratProject",3315,496,"Cell1474","Batch2","Group4",3766.87416137537,"1","1"
"Cell1475","SeuratProject",6997,747,"Cell1475","Batch2","Group4",7943.06681528983,"1","1"
"Cell1476","SeuratProject",2617,417,"Cell1476","Batch2","Group4",3198.92540323952,"1","1"
"Cell1477","SeuratProject",3703,512,"Cell1477","Batch2","Group1",4225.26056090846,"2","2"
"Cell1478","SeuratProject",6454,760,"Cell1478","Batch2","Group2",7337.215364258,"3","3"
"Cell1479","SeuratProject",3169,467,"Cell1479","Batch2","Group4",3807.50700078348,"1","1"
"Cell1480","SeuratProject",3166,439,"Cell1480","Batch2","Group3",3571.89679935947,"0","0"
"Cell1481","SeuratProject",6394,720,"Cell1481","Batch2","Group1",7362.84585948933,"2","2"
"Cell1482","SeuratProject",4848,656,"Cell1482","Batch2","Group1",5816.26974301054,"2","2"
"Cell1483","SeuratProject",1789,366,"Cell1483","Batch2","Group3",2234.24510801628,"0","0"
"Cell1484","SeuratProject",2974,475,"Cell1484","Batch2","Group1",3640.00803106302,"2","2"
"Cell1485","SeuratProject",2809,449,"Cell1485","Batch2","Group1",3368.71439307933,"2","2"
"Cell1486","SeuratProject",1686,329,"Cell1486","Batch2","Group3",2177.36210047327,"0","0"
"Cell1487","SeuratProject",3459,517,"Cell1487","Batch2","Group2",4203.05459946979,"3","3"
"Cell1488","SeuratProject",5222,656,"Cell1488","Batch2","Group1",6290.24765081496,"3","3"
"Cell1489","SeuratProject",4198,551,"Cell1489","Batch2","Group1",4997.45691464347,"2","2"
"Cell1490","SeuratProject",4171,587,"Cell1490","Batch2","Group3",4883.82314287749,"0","0"
"Cell1491","SeuratProject",2929,459,"Cell1491","Batch2","Group1",3458.2697238107,"2","2"
"Cell1492","SeuratProject",6266,705,"Cell1492","Batch2","Group1",7333.00182967901,"2","2"
"Cell1493","SeuratProject",2282,418,"Cell1493","Batch2","Group2",2745.45430388813,"3","3"
"Cell1494","SeuratProject",1341,313,"Cell1494","Batch2","Group2",1642.8750131427,"3","3"
"Cell1495","SeuratProject",1396,293,"Cell1495","Batch2","Group3",1763.25394379478,"0","0"
"Cell1496","SeuratProject",1417,292,"Cell1496","Batch2","Group1",1777.18000350958,"2","2"
"Cell1497","SeuratProject",2089,377,"Cell1497","Batch2","Group3",2658.58292239411,"0","0"
"Cell1498","SeuratProject",3502,527,"Cell1498","Batch2","Group2",4182.28960992507,"3","3"
"Cell1499","SeuratProject",3419,516,"Cell1499","Batch2","Group3",4146.58799967195,"1","1"
"Cell1500","SeuratProject",1348,273,"Cell1500","Batch2","Group1",1630.00104218285,"2","2"
"Cell1501","SeuratProject",4072,525,"Cell1501","Batch2","Group4",4664.89891094217,"1","1"
"Cell1502","SeuratProject",2912,432,"Cell1502","Batch2","Group4",3208.63780883738,"1","1"
"Cell1503","SeuratProject",7133,716,"Cell1503","Batch2","Group4",7434.461295811,"1","1"
"Cell1504","SeuratProject",4120,535,"Cell1504","Batch2","Group4",4577.19592269416,"1","1"
"Cell1505","SeuratProject",2476,382,"Cell1505","Batch2","Group4",2907.67519500421,"1","1"
"Cell1506","SeuratProject",3314,482,"Cell1506","Batch2","Group4",4029.64981461766,"1","1"
"Cell1507","SeuratProject",3414,518,"Cell1507","Batch2","Group3",3961.96735803416,"0","0"
"Cell1508","SeuratProject",4930,645,"Cell1508","Batch2","Group1",5898.81432479061,"2","2"
"Cell1509","SeuratProject",2119,371,"Cell1509","Batch2","Group1",2410.71219298583,"2","2"
"Cell1510","SeuratProject",3468,534,"Cell1510","Batch2","Group2",4020.06498916518,"3","3"
"Cell1511","SeuratProject",1501,320,"Cell1511","Batch2","Group4",1741.33727043755,"1","1"
"Cell1512","SeuratProject",5173,647,"Cell1512","Batch2","Group1",6337.7024250257,"2","2"
"Cell1513","SeuratProject",2158,393,"Cell1513","Batch2","Group3",2723.30738125216,"0","0"
"Cell1514","SeuratProject",3237,457,"Cell1514","Batch2","Group2",4038.85623075801,"3","3"
"Cell1515","SeuratProject",3417,470,"Cell1515","Batch2","Group4",3995.0323031618,"1","1"
"Cell1516","SeuratProject",5414,638,"Cell1516","Batch2","Group1",6245.51050772197,"2","2"
"Cell1517","SeuratProject",3221,511,"Cell1517","Batch2","Group2",3788.45477999738,"3","3"
"Cell1518","SeuratProject",5669,656,"Cell1518","Batch2","Group4",6594.32856660017,"1","1"
"Cell1519","SeuratProject",2292,398,"Cell1519","Batch2","Group2",2823.99328438276,"3","3"
"Cell1520","SeuratProject",1924,364,"Cell1520","Batch2","Group2",2332.14845784279,"3","3"
"Cell1521","SeuratProject",2982,447,"Cell1521","Batch2","Group1",3492.77520017018,"2","2"
"Cell1522","SeuratProject",4113,547,"Cell1522","Batch2","Group1",4706.68228245615,"2","2"
"Cell1523","SeuratProject",4394,569,"Cell1523","Batch2","Group3",5382.8141699988,"0","0"
"Cell1524","SeuratProject",5572,625,"Cell1524","Batch2","Group1",6142.51186500271,"2","2"
"Cell1525","SeuratProject",2229,371,"Cell1525","Batch2","Group4",2645.86938231346,"1","1"
"Cell1526","SeuratProject",3336,477,"Cell1526","Batch2","Group3",3824.92490064652,"0","0"
"Cell1527","SeuratProject",5100,631,"Cell1527","Batch2","Group3",6023.63437536287,"0","0"
"Cell1528","SeuratProject",2290,390,"Cell1528","Batch2","Group3",2566.11559989738,"0","0"
"Cell1529","SeuratProject",2659,463,"Cell1529","Batch2","Group2",3018.83093596397,"3","3"
"Cell1530","SeuratProject",3574,503,"Cell1530","Batch2","Group4",4072.81075612596,"1","1"
"Cell1531","SeuratProject",4204,544,"Cell1531","Batch2","Group2",4691.71407992954,"3","3"
"Cell1532","SeuratProject",3456,509,"Cell1532","Batch2","Group3",4150.66370448878,"0","0"
"Cell1533","SeuratProject",6034,714,"Cell1533","Batch2","Group3",6637.18681101527,"0","0"
"Cell1534","SeuratProject",8553,879,"Cell1534","Batch2","Group2",9141.66461866986,"3","3"
"Cell1535","SeuratProject",4320,588,"Cell1535","Batch2","Group3",4558.73646645687,"0","0"
"Cell1536","SeuratProject",5324,649,"Cell1536","Batch2","Group3",5888.44346618638,"0","0"
"Cell1537","SeuratProject",1766,333,"Cell1537","Batch2","Group1",2139.30761346639,"3","3"
"Cell1538","SeuratProject",1545,331,"Cell1538","Batch2","Group1",2036.33813103016,"2","2"
"Cell1539","SeuratProject",1400,290,"Cell1539","Batch2","Group3",1834.85229694697,"0","0"
"Cell1540","SeuratProject",2872,439,"Cell1540","Batch2","Group3",3241.84722245583,"0","0"
"Cell1541","SeuratProject",4131,570,"Cell1541","Batch2","Group3",4753.01568889221,"0","0"
"Cell1542","SeuratProject",3266,451,"Cell1542","Batch2","Group4",3956.86439927717,"1","1"
"Cell1543","SeuratProject",3122,499,"Cell1543","Batch2","Group3",3751.05456986761,"0","0"
"Cell1544","SeuratProject",2158,372,"Cell1544","Batch2","Group4",2456.14599316329,"0","0"
"Cell1545","SeuratProject",2631,429,"Cell1545","Batch2","Group1",3349.80033342079,"2","2"
"Cell1546","SeuratProject",3174,463,"Cell1546","Batch2","Group3",3781.45492347491,"0","0"
"Cell1547","SeuratProject",1726,349,"Cell1547","Batch2","Group3",2107.5372664911,"0","0"
"Cell1548","SeuratProject",1569,327,"Cell1548","Batch2","Group2",1986.77701020318,"3","3"
"Cell1549","SeuratProject",2120,347,"Cell1549","Batch2","Group1",2546.77696383819,"2","2"
"Cell1550","SeuratProject",2650,422,"Cell1550","Batch2","Group3",3253.35236937095,"0","0"
"Cell1551","SeuratProject",3964,539,"Cell1551","Batch2","Group4",4820.43217294151,"1","1"
"Cell1552","SeuratProject",8735,893,"Cell1552","Batch2","Group2",9081.66227613297,"3","3"
"Cell1553","SeuratProject",5706,689,"Cell1553","Batch2","Group1",6495.32617067064,"2","2"
"Cell1554","SeuratProject",1346,281,"Cell1554","Batch2","Group3",1703.95516066478,"0","0"
"Cell1555","SeuratProject",2031,332,"Cell1555","Batch2","Group1",2227.57576234784,"2","2"
"Cell1556","SeuratProject",2339,390,"Cell1556","Batch2","Group1",2760.87309200795,"2","2"
"Cell1557","SeuratProject",2058,374,"Cell1557","Batch2","Group2",2545.46755871657,"3","3"
"Cell1558","SeuratProject",1960,338,"Cell1558","Batch2","Group4",2450.83364388783,"1","1"
"Cell1559","SeuratProject",3953,547,"Cell1559","Batch2","Group1",4723.71910059808,"2","2"
"Cell1560","SeuratProject",1830,322,"Cell1560","Batch2","Group3",2144.04656516937,"0","0"
"Cell1561","SeuratProject",3706,530,"Cell1561","Batch2","Group3",4330.16346286443,"0","0"
"Cell1562","SeuratProject",3333,505,"Cell1562","Batch2","Group4",3936.16075000715,"1","1"
"Cell1563","SeuratProject",3463,495,"Cell1563","Batch2","Group2",3951.24030469639,"3","3"
"Cell1564","SeuratProject",2349,343,"Cell1564","Batch2","Group1",2622.20913318542,"2","2"
"Cell1565","SeuratProject",2896,476,"Cell1565","Batch2","Group4",3410.46897632245,"1","1"
"Cell1566","SeuratProject",1942,338,"Cell1566","Batch2","Group3",2237.77785306598,"0","0"
"Cell1567","SeuratProject",2184,370,"Cell1567","Batch2","Group1",2643.69094548595,"2","2"
