"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell290","SeuratProject",74667,9124,"Cell290","Batch1","Group1",74450.0461136341,"0","0"
"Cell291","SeuratProject",75830,9141,"Cell291","Batch1","Group1",75314.1621645241,"0","0"
"Cell292","SeuratProject",69860,8776,"Cell292","Batch1","Group1",69419.3296364553,"0","0"
"Cell293","SeuratProject",38197,6566,"Cell293","Batch1","Group3",38240.2031336601,"2","2"
"Cell294","SeuratProject",52292,7735,"Cell294","Batch1","Group1",52221.6711851389,"0","0"
"Cell295","SeuratProject",50459,7590,"Cell295","Batch1","Group3",50083.7263732004,"2","2"
"Cell296","SeuratProject",56662,7996,"Cell296","Batch1","Group3",57392.305512784,"2","2"
"Cell297","SeuratProject",64560,8494,"Cell297","Batch1","Group1",65459.6805877103,"0","0"
"Cell298","SeuratProject",79107,9205,"Cell298","Batch1","Group1",78155.8131965517,"0","0"
"Cell299","SeuratProject",60384,8258,"Cell299","Batch1","Group1",60511.3728638678,"0","0"
"Cell300","SeuratProject",60915,8265,"Cell300","Batch1","Group4",62266.7608911312,"3","3"
"Cell301","SeuratProject",50103,7513,"Cell301","Batch1","Group2",50232.985039094,"1","1"
"Cell302","SeuratProject",75680,9060,"Cell302","Batch1","Group1",75680.6965094166,"0","0"
"Cell303","SeuratProject",54833,7907,"Cell303","Batch1","Group1",54541.5364851724,"0","0"
"Cell304","SeuratProject",73647,8999,"Cell304","Batch1","Group3",73268.3608534686,"2","2"
"Cell305","SeuratProject",81847,9391,"Cell305","Batch1","Group2",82086.065368388,"1","1"
"Cell306","SeuratProject",51066,7680,"Cell306","Batch1","Group1",51417.538717686,"0","0"
"Cell307","SeuratProject",105738,10452,"Cell307","Batch1","Group2",105244.991757519,"1","1"
"Cell308","SeuratProject",62802,8319,"Cell308","Batch1","Group3",62417.6575440664,"2","2"
"Cell309","SeuratProject",69493,8827,"Cell309","Batch1","Group1",70404.2355989682,"0","0"
"Cell310","SeuratProject",49302,7441,"Cell310","Batch1","Group1",49022.8508985445,"0","0"
"Cell311","SeuratProject",73705,8899,"Cell311","Batch1","Group2",74289.8606220814,"1","1"
"Cell312","SeuratProject",65339,8595,"Cell312","Batch1","Group3",65335.8047717575,"2","2"
"Cell313","SeuratProject",55476,7856,"Cell313","Batch1","Group3",55029.771997952,"2","2"
"Cell314","SeuratProject",56064,8038,"Cell314","Batch1","Group2",56181.2184115728,"1","1"
"Cell315","SeuratProject",53322,7716,"Cell315","Batch1","Group1",53379.6418020459,"0","0"
"Cell316","SeuratProject",83740,9493,"Cell316","Batch1","Group2",83101.603990985,"1","1"
"Cell317","SeuratProject",62574,8321,"Cell317","Batch1","Group3",62212.2288573527,"2","2"
"Cell318","SeuratProject",69288,8749,"Cell318","Batch1","Group4",68715.5847507208,"3","3"
"Cell319","SeuratProject",55422,7824,"Cell319","Batch1","Group4",54954.6463122643,"3","3"
"Cell320","SeuratProject",61672,8360,"Cell320","Batch1","Group1",62584.3564880116,"0","0"
"Cell321","SeuratProject",60392,8233,"Cell321","Batch1","Group2",61365.8129564012,"1","1"
"Cell322","SeuratProject",64520,8433,"Cell322","Batch1","Group3",64849.0798261987,"2","2"
"Cell323","SeuratProject",51030,7629,"Cell323","Batch1","Group3",51666.3280214538,"2","2"
"Cell324","SeuratProject",52652,7666,"Cell324","Batch1","Group1",52719.089680635,"0","0"
"Cell325","SeuratProject",39414,6712,"Cell325","Batch1","Group1",40177.6927200949,"0","0"
"Cell326","SeuratProject",49591,7553,"Cell326","Batch1","Group1",49516.2929026763,"0","0"
"Cell327","SeuratProject",66519,8556,"Cell327","Batch1","Group1",65705.3000366829,"0","0"
"Cell328","SeuratProject",57872,8111,"Cell328","Batch1","Group2",58071.3335835056,"1","1"
"Cell329","SeuratProject",59365,8111,"Cell329","Batch1","Group4",59530.6693200768,"3","3"
"Cell330","SeuratProject",61859,8337,"Cell330","Batch1","Group1",62453.8010734963,"0","0"
"Cell331","SeuratProject",56601,7948,"Cell331","Batch1","Group2",55854.4222262851,"1","1"
"Cell332","SeuratProject",53245,7783,"Cell332","Batch1","Group1",53751.0712205392,"0","0"
"Cell333","SeuratProject",66040,8573,"Cell333","Batch1","Group1",65686.4397333566,"0","0"
"Cell334","SeuratProject",45549,7094,"Cell334","Batch1","Group1",46450.6453882533,"0","0"
"Cell335","SeuratProject",69609,8821,"Cell335","Batch1","Group3",69494.0132496759,"2","2"
"Cell336","SeuratProject",72740,8905,"Cell336","Batch1","Group1",73286.8915281151,"0","0"
"Cell337","SeuratProject",55721,7874,"Cell337","Batch1","Group1",55131.0840583882,"0","0"
"Cell338","SeuratProject",76124,9080,"Cell338","Batch1","Group1",76492.6224165042,"0","0"
"Cell339","SeuratProject",67742,8668,"Cell339","Batch1","Group3",67646.9874132226,"2","2"
"Cell340","SeuratProject",60960,8269,"Cell340","Batch1","Group4",61104.782133984,"3","3"
"Cell341","SeuratProject",46688,7210,"Cell341","Batch1","Group1",46157.3122043621,"0","0"
"Cell342","SeuratProject",50258,7542,"Cell342","Batch1","Group1",50311.2544436972,"0","0"
"Cell343","SeuratProject",66859,8581,"Cell343","Batch1","Group2",65977.2520827987,"1","1"
"Cell344","SeuratProject",69137,8792,"Cell344","Batch1","Group1",68697.9358855614,"0","0"
"Cell345","SeuratProject",67579,8818,"Cell345","Batch1","Group1",68444.8481135276,"0","0"
"Cell346","SeuratProject",50276,7532,"Cell346","Batch1","Group3",50085.9765024971,"2","2"
"Cell347","SeuratProject",54700,7951,"Cell347","Batch1","Group3",54833.6147677961,"2","2"
"Cell348","SeuratProject",58819,8125,"Cell348","Batch1","Group1",58890.7678455983,"0","0"
"Cell349","SeuratProject",74846,9049,"Cell349","Batch1","Group1",75511.2794907779,"0","0"
"Cell350","SeuratProject",76257,9075,"Cell350","Batch1","Group1",75629.1941957538,"0","0"
"Cell351","SeuratProject",43751,6993,"Cell351","Batch1","Group3",44478.8158936573,"2","2"
"Cell352","SeuratProject",61501,8288,"Cell352","Batch1","Group4",61410.4490113352,"3","3"
"Cell353","SeuratProject",75944,9060,"Cell353","Batch1","Group3",76534.0345452905,"2","2"
"Cell354","SeuratProject",51056,7611,"Cell354","Batch1","Group2",50233.8385778559,"1","1"
"Cell355","SeuratProject",50869,7591,"Cell355","Batch1","Group3",50836.0808845904,"2","2"
"Cell356","SeuratProject",43523,7046,"Cell356","Batch1","Group3",43361.321076136,"2","2"
"Cell357","SeuratProject",48378,7382,"Cell357","Batch1","Group1",48013.5656434711,"0","0"
"Cell358","SeuratProject",48355,7388,"Cell358","Batch1","Group4",48984.9651339244,"3","3"
"Cell359","SeuratProject",81178,9382,"Cell359","Batch1","Group3",80549.2007524959,"2","2"
"Cell360","SeuratProject",50981,7636,"Cell360","Batch1","Group1",51252.5571662032,"0","0"
"Cell361","SeuratProject",66533,8611,"Cell361","Batch1","Group1",66708.4550924348,"0","0"
"Cell362","SeuratProject",44593,7017,"Cell362","Batch1","Group2",44578.6215985015,"1","1"
"Cell363","SeuratProject",59355,8095,"Cell363","Batch1","Group1",60005.0797906063,"0","0"
"Cell364","SeuratProject",89531,9760,"Cell364","Batch1","Group2",89721.2577354892,"1","1"
"Cell365","SeuratProject",64866,8515,"Cell365","Batch1","Group2",64361.0020427556,"1","1"
"Cell366","SeuratProject",50478,7526,"Cell366","Batch1","Group1",49964.7566096545,"0","0"
"Cell367","SeuratProject",93636,9934,"Cell367","Batch1","Group2",94338.2374876424,"1","1"
"Cell368","SeuratProject",61223,8171,"Cell368","Batch1","Group2",61247.199386051,"1","1"
"Cell369","SeuratProject",75357,9140,"Cell369","Batch1","Group4",75266.2339189783,"0","0"
"Cell370","SeuratProject",62630,8386,"Cell370","Batch1","Group1",62848.702847736,"0","0"
"Cell371","SeuratProject",45778,7222,"Cell371","Batch1","Group2",45956.4322561991,"1","1"
"Cell372","SeuratProject",64911,8476,"Cell372","Batch1","Group4",64385.6887676876,"3","3"
"Cell373","SeuratProject",86990,9637,"Cell373","Batch1","Group4",87241.5258217171,"3","3"
"Cell374","SeuratProject",50666,7543,"Cell374","Batch1","Group1",50080.781258238,"0","0"
"Cell375","SeuratProject",45885,7173,"Cell375","Batch1","Group3",45740.0964218291,"2","2"
"Cell376","SeuratProject",56461,8050,"Cell376","Batch1","Group4",56736.413668501,"3","3"
"Cell377","SeuratProject",64989,8554,"Cell377","Batch1","Group1",65622.402225943,"0","0"
"Cell378","SeuratProject",68666,8603,"Cell378","Batch1","Group1",68450.5640105016,"0","0"
"Cell379","SeuratProject",41345,6846,"Cell379","Batch1","Group1",40983.1599742063,"0","0"
"Cell380","SeuratProject",59458,8122,"Cell380","Batch1","Group4",59207.1108447178,"3","3"
"Cell381","SeuratProject",76547,9035,"Cell381","Batch1","Group2",76474.7344043382,"1","1"
"Cell382","SeuratProject",63870,8458,"Cell382","Batch1","Group1",63613.1443152216,"0","0"
"Cell383","SeuratProject",73766,9051,"Cell383","Batch1","Group1",73407.7162322548,"0","0"
"Cell384","SeuratProject",66996,8675,"Cell384","Batch1","Group1",67652.8894666475,"0","0"
"Cell385","SeuratProject",88723,9723,"Cell385","Batch1","Group1",88299.5820506077,"0","0"
"Cell386","SeuratProject",69828,8813,"Cell386","Batch1","Group2",69515.4199395029,"1","1"
"Cell387","SeuratProject",46929,7407,"Cell387","Batch1","Group1",47308.4046621344,"0","0"
"Cell388","SeuratProject",60833,8345,"Cell388","Batch1","Group4",61795.0635526202,"3","3"
"Cell389","SeuratProject",73458,8979,"Cell389","Batch1","Group4",73181.4715515569,"3","3"
"Cell390","SeuratProject",56505,8045,"Cell390","Batch1","Group1",56575.8723547947,"0","0"
"Cell391","SeuratProject",58985,8101,"Cell391","Batch1","Group3",58625.0100874628,"2","2"
"Cell392","SeuratProject",63167,8454,"Cell392","Batch1","Group1",63810.3475471495,"0","0"
"Cell393","SeuratProject",75336,9108,"Cell393","Batch1","Group3",75836.9401257617,"2","2"
"Cell394","SeuratProject",60096,8147,"Cell394","Batch1","Group3",59903.1890955962,"2","2"
"Cell395","SeuratProject",74578,9142,"Cell395","Batch1","Group1",75096.098698759,"0","0"
"Cell396","SeuratProject",60427,8293,"Cell396","Batch1","Group2",60024.5004901177,"1","1"
"Cell397","SeuratProject",91351,9786,"Cell397","Batch1","Group1",91783.9910929374,"0","0"
"Cell398","SeuratProject",66567,8559,"Cell398","Batch1","Group1",67175.0936355991,"0","0"
"Cell399","SeuratProject",54025,7880,"Cell399","Batch1","Group2",53664.988011829,"1","1"
"Cell400","SeuratProject",54634,7810,"Cell400","Batch1","Group1",54436.8591394549,"0","0"
"Cell401","SeuratProject",63577,8381,"Cell401","Batch1","Group1",63836.5618232869,"0","0"
"Cell402","SeuratProject",72414,8886,"Cell402","Batch1","Group3",72865.898650051,"2","2"
"Cell403","SeuratProject",63258,8453,"Cell403","Batch1","Group1",64182.858534082,"0","0"
"Cell404","SeuratProject",53662,7920,"Cell404","Batch1","Group1",53760.5905533076,"0","0"
"Cell405","SeuratProject",73669,9080,"Cell405","Batch1","Group4",74114.9698144773,"3","3"
"Cell406","SeuratProject",66431,8771,"Cell406","Batch1","Group4",66235.6678421923,"3","3"
"Cell407","SeuratProject",55104,7874,"Cell407","Batch1","Group1",55094.071599648,"0","0"
"Cell408","SeuratProject",46150,7218,"Cell408","Batch1","Group1",46458.9774477308,"0","0"
"Cell409","SeuratProject",62741,8303,"Cell409","Batch1","Group2",61767.4268668613,"1","1"
"Cell410","SeuratProject",59053,8142,"Cell410","Batch1","Group1",58725.0870415553,"0","0"
"Cell411","SeuratProject",84380,9536,"Cell411","Batch1","Group3",84711.0698931767,"2","2"
"Cell412","SeuratProject",87185,9571,"Cell412","Batch1","Group2",85970.9204191474,"1","1"
"Cell413","SeuratProject",63886,8468,"Cell413","Batch1","Group2",64114.6860528537,"1","1"
"Cell414","SeuratProject",57114,7952,"Cell414","Batch1","Group2",57049.8911465431,"1","1"
"Cell415","SeuratProject",51254,7669,"Cell415","Batch1","Group1",51212.399205307,"0","0"
"Cell416","SeuratProject",68206,8746,"Cell416","Batch1","Group4",68266.3395624154,"3","3"
"Cell417","SeuratProject",64711,8588,"Cell417","Batch1","Group3",65410.7354021864,"2","2"
"Cell418","SeuratProject",60279,8269,"Cell418","Batch1","Group4",60564.9369635073,"3","3"
"Cell419","SeuratProject",69207,8796,"Cell419","Batch1","Group1",69046.6187161655,"0","0"
"Cell420","SeuratProject",53658,7839,"Cell420","Batch1","Group2",53341.5229663853,"1","1"
"Cell421","SeuratProject",56716,7918,"Cell421","Batch1","Group3",55884.1385401837,"2","2"
"Cell422","SeuratProject",53414,7785,"Cell422","Batch1","Group1",53634.397415113,"0","0"
"Cell423","SeuratProject",59751,8251,"Cell423","Batch1","Group3",60492.3872171121,"2","2"
"Cell424","SeuratProject",42038,6973,"Cell424","Batch1","Group2",42333.0547642353,"1","1"
"Cell425","SeuratProject",77375,9224,"Cell425","Batch1","Group2",77563.5182649384,"1","1"
"Cell426","SeuratProject",54253,7840,"Cell426","Batch1","Group2",53570.5182927913,"1","1"
"Cell427","SeuratProject",51155,7584,"Cell427","Batch1","Group1",50977.0532697172,"0","0"
"Cell428","SeuratProject",61049,8371,"Cell428","Batch1","Group1",61045.687675629,"0","0"
"Cell429","SeuratProject",55493,7876,"Cell429","Batch1","Group3",54410.6111716069,"2","2"
"Cell430","SeuratProject",45960,7226,"Cell430","Batch1","Group2",46276.2028614492,"1","1"
"Cell431","SeuratProject",74276,9061,"Cell431","Batch1","Group1",74678.283181374,"0","0"
"Cell432","SeuratProject",44298,7198,"Cell432","Batch1","Group1",44150.9421483213,"0","0"
"Cell433","SeuratProject",67742,8640,"Cell433","Batch1","Group1",67272.0560852772,"0","0"
"Cell434","SeuratProject",65754,8565,"Cell434","Batch1","Group3",65967.4431696721,"2","2"
"Cell435","SeuratProject",61499,8270,"Cell435","Batch1","Group2",62304.7729476001,"1","1"
"Cell436","SeuratProject",65495,8571,"Cell436","Batch1","Group2",65043.7396562224,"1","1"
"Cell437","SeuratProject",54062,7815,"Cell437","Batch1","Group1",54443.9524392038,"0","0"
"Cell438","SeuratProject",64959,8664,"Cell438","Batch1","Group4",65189.7057309837,"3","3"
"Cell439","SeuratProject",52796,7747,"Cell439","Batch1","Group4",53229.3061159327,"3","3"
"Cell440","SeuratProject",66888,8693,"Cell440","Batch1","Group4",66833.29871219,"3","3"
"Cell441","SeuratProject",87850,9788,"Cell441","Batch1","Group1",87546.1091853891,"0","0"
"Cell442","SeuratProject",51974,7586,"Cell442","Batch1","Group1",51846.0795922954,"0","0"
"Cell443","SeuratProject",78324,9168,"Cell443","Batch1","Group1",77702.3318431704,"0","0"
"Cell444","SeuratProject",66761,8659,"Cell444","Batch1","Group4",66799.4989375668,"3","3"
"Cell445","SeuratProject",58726,8081,"Cell445","Batch1","Group3",59518.4621842488,"2","2"
"Cell446","SeuratProject",53203,7780,"Cell446","Batch1","Group1",53563.9377772184,"0","0"
"Cell447","SeuratProject",46260,7228,"Cell447","Batch1","Group1",46137.8224563356,"0","0"
"Cell448","SeuratProject",59267,8237,"Cell448","Batch1","Group3",59441.167465611,"2","2"
"Cell449","SeuratProject",65303,8460,"Cell449","Batch1","Group1",65192.5625861691,"0","0"
"Cell450","SeuratProject",57768,8106,"Cell450","Batch1","Group3",57457.4052635838,"2","2"
"Cell451","SeuratProject",53963,7719,"Cell451","Batch1","Group2",53469.9362703583,"0","0"
"Cell452","SeuratProject",94520,10028,"Cell452","Batch1","Group4",93476.1952004103,"3","3"
"Cell453","SeuratProject",60786,8340,"Cell453","Batch1","Group2",60969.8549233225,"1","1"
"Cell454","SeuratProject",68607,8760,"Cell454","Batch1","Group1",68318.1979343099,"0","0"
"Cell455","SeuratProject",56257,7975,"Cell455","Batch1","Group2",55917.0777018522,"1","1"
"Cell456","SeuratProject",52730,7676,"Cell456","Batch1","Group3",52960.1119718235,"2","2"
"Cell457","SeuratProject",49943,7605,"Cell457","Batch1","Group2",49424.8666340627,"1","1"
"Cell458","SeuratProject",51194,7572,"Cell458","Batch1","Group1",50859.3380787734,"0","0"
"Cell459","SeuratProject",61915,8338,"Cell459","Batch1","Group4",62075.7157164949,"1","1"
"Cell460","SeuratProject",64410,8427,"Cell460","Batch1","Group3",63779.1566925786,"2","2"
"Cell461","SeuratProject",79540,9261,"Cell461","Batch1","Group1",79630.4113626991,"0","0"
"Cell462","SeuratProject",60100,8221,"Cell462","Batch1","Group1",60731.4566091016,"0","0"
"Cell463","SeuratProject",49272,7413,"Cell463","Batch1","Group4",48878.5690102468,"3","3"
"Cell464","SeuratProject",71016,8899,"Cell464","Batch1","Group3",69937.1302500688,"2","2"
"Cell465","SeuratProject",52347,7701,"Cell465","Batch1","Group1",52527.8270670429,"0","0"
"Cell466","SeuratProject",49144,7473,"Cell466","Batch1","Group3",48763.5934016497,"2","2"
"Cell467","SeuratProject",46666,7289,"Cell467","Batch1","Group2",46028.7022625865,"1","1"
"Cell468","SeuratProject",69582,8773,"Cell468","Batch1","Group1",68960.8462705929,"0","0"
"Cell469","SeuratProject",63791,8511,"Cell469","Batch1","Group3",63727.0860811325,"2","2"
"Cell470","SeuratProject",71598,8833,"Cell470","Batch1","Group1",71744.732281173,"0","0"
"Cell471","SeuratProject",67713,8664,"Cell471","Batch1","Group1",67378.3313021619,"0","0"
"Cell472","SeuratProject",65959,8530,"Cell472","Batch1","Group3",66012.4001238044,"2","2"
"Cell473","SeuratProject",58929,8101,"Cell473","Batch1","Group1",59226.7392830754,"0","0"
"Cell474","SeuratProject",63306,8458,"Cell474","Batch1","Group3",63997.1056080969,"2","2"
"Cell475","SeuratProject",55817,7973,"Cell475","Batch1","Group1",56281.0626981999,"0","0"
"Cell476","SeuratProject",48614,7415,"Cell476","Batch1","Group1",48924.9443409611,"0","0"
"Cell477","SeuratProject",70467,8840,"Cell477","Batch1","Group1",69948.7746529285,"0","0"
"Cell478","SeuratProject",45747,7166,"Cell478","Batch1","Group2",45677.5949011546,"1","1"
"Cell479","SeuratProject",59793,8224,"Cell479","Batch1","Group4",60074.1818072035,"3","3"
"Cell480","SeuratProject",52396,7679,"Cell480","Batch1","Group3",52805.7699080157,"2","2"
"Cell481","SeuratProject",54158,7841,"Cell481","Batch1","Group1",54471.0951754743,"0","0"
"Cell482","SeuratProject",85887,9520,"Cell482","Batch1","Group1",86023.9976216598,"0","0"
"Cell483","SeuratProject",46979,7277,"Cell483","Batch1","Group2",46612.5925758642,"1","1"
"Cell484","SeuratProject",74477,9000,"Cell484","Batch1","Group2",74289.6936105725,"1","1"
"Cell485","SeuratProject",63994,8491,"Cell485","Batch1","Group3",63763.4644103773,"2","2"
"Cell486","SeuratProject",65489,8570,"Cell486","Batch1","Group2",66042.4772958478,"1","1"
"Cell487","SeuratProject",92894,9862,"Cell487","Batch1","Group3",93371.4832220635,"2","2"
"Cell488","SeuratProject",28020,5507,"Cell488","Batch1","Group1",27669.4095701538,"0","0"
"Cell489","SeuratProject",64656,8548,"Cell489","Batch1","Group1",64118.0311333923,"0","0"
"Cell490","SeuratProject",57131,8036,"Cell490","Batch1","Group1",56417.6317655852,"0","0"
"Cell491","SeuratProject",65290,8590,"Cell491","Batch1","Group3",65052.5091790403,"2","2"
"Cell492","SeuratProject",46808,7249,"Cell492","Batch1","Group2",47096.6835496408,"1","1"
"Cell493","SeuratProject",49588,7456,"Cell493","Batch1","Group1",50014.3215989142,"0","0"
"Cell494","SeuratProject",61707,8361,"Cell494","Batch1","Group1",61569.6390332485,"0","0"
"Cell495","SeuratProject",49123,7523,"Cell495","Batch1","Group2",49093.9640034557,"1","1"
"Cell496","SeuratProject",55834,7944,"Cell496","Batch1","Group1",55535.6467274806,"0","0"
"Cell497","SeuratProject",58016,8096,"Cell497","Batch1","Group2",58046.5815210943,"2","2"
"Cell498","SeuratProject",54269,7919,"Cell498","Batch1","Group2",54308.5237711616,"1","1"
"Cell499","SeuratProject",50764,7638,"Cell499","Batch1","Group2",50252.2603647218,"1","1"
"Cell500","SeuratProject",74779,9092,"Cell500","Batch1","Group3",73883.4484430926,"2","2"
"Cell501","SeuratProject",53301,7733,"Cell501","Batch1","Group3",52790.5256573983,"2","2"
"Cell502","SeuratProject",54139,7703,"Cell502","Batch1","Group1",53486.7005032562,"0","0"
"Cell503","SeuratProject",37952,6621,"Cell503","Batch1","Group1",37643.6062994186,"0","0"
"Cell504","SeuratProject",95797,10070,"Cell504","Batch1","Group2",95862.2992323896,"1","1"
"Cell505","SeuratProject",52069,7694,"Cell505","Batch1","Group1",51781.9225363675,"0","0"
"Cell506","SeuratProject",49499,7501,"Cell506","Batch1","Group1",49530.948183982,"0","0"
"Cell507","SeuratProject",58739,8127,"Cell507","Batch1","Group2",59109.6734090776,"1","1"
"Cell508","SeuratProject",83232,9469,"Cell508","Batch1","Group1",83804.3105533131,"0","0"
"Cell509","SeuratProject",43734,7049,"Cell509","Batch1","Group1",43605.1707534881,"0","0"
"Cell510","SeuratProject",69105,8819,"Cell510","Batch1","Group3",69920.8013234386,"2","2"
"Cell511","SeuratProject",81784,9418,"Cell511","Batch1","Group3",81594.8252881691,"2","2"
"Cell512","SeuratProject",70848,8843,"Cell512","Batch1","Group1",70837.7724870277,"0","0"
"Cell513","SeuratProject",48187,7282,"Cell513","Batch1","Group3",48188.6961459093,"2","2"
"Cell514","SeuratProject",80858,9308,"Cell514","Batch1","Group1",81031.2315836124,"0","0"
"Cell515","SeuratProject",46802,7287,"Cell515","Batch1","Group1",46681.1772390531,"0","0"
"Cell516","SeuratProject",71939,8937,"Cell516","Batch1","Group1",70759.1626250171,"0","0"
"Cell517","SeuratProject",55356,7839,"Cell517","Batch1","Group1",55286.5940957463,"0","0"
"Cell518","SeuratProject",56436,8085,"Cell518","Batch1","Group1",56447.1193051288,"0","0"
"Cell519","SeuratProject",67410,8764,"Cell519","Batch1","Group2",67207.8304428195,"1","1"
"Cell520","SeuratProject",50121,7483,"Cell520","Batch1","Group4",50233.414957914,"3","3"
"Cell521","SeuratProject",63774,8459,"Cell521","Batch1","Group1",64028.931575534,"0","0"
"Cell522","SeuratProject",50560,7614,"Cell522","Batch1","Group1",50500.1797445634,"0","0"
"Cell523","SeuratProject",69207,8841,"Cell523","Batch1","Group3",69180.7938574341,"2","2"
"Cell524","SeuratProject",81278,9407,"Cell524","Batch1","Group2",81403.0651974003,"1","1"
"Cell525","SeuratProject",63741,8360,"Cell525","Batch1","Group1",63419.1408243793,"0","0"
"Cell526","SeuratProject",54600,7842,"Cell526","Batch1","Group1",54597.8057387162,"0","0"
"Cell527","SeuratProject",58334,8111,"Cell527","Batch1","Group1",58862.4098120998,"0","0"
"Cell528","SeuratProject",45122,7188,"Cell528","Batch1","Group1",44810.8210529057,"0","0"
"Cell529","SeuratProject",70113,8724,"Cell529","Batch1","Group4",70716.5634283624,"3","3"
"Cell530","SeuratProject",55523,7876,"Cell530","Batch1","Group1",55456.5974481721,"0","0"
"Cell531","SeuratProject",62267,8321,"Cell531","Batch1","Group3",61734.0493263291,"2","2"
"Cell532","SeuratProject",61090,8253,"Cell532","Batch1","Group4",61238.6805390375,"3","3"
"Cell533","SeuratProject",31947,5893,"Cell533","Batch1","Group1",32135.1737816495,"0","0"
"Cell534","SeuratProject",67725,8680,"Cell534","Batch1","Group3",67571.0734409419,"2","2"
"Cell535","SeuratProject",84761,9504,"Cell535","Batch1","Group2",83736.6044065448,"1","1"
"Cell536","SeuratProject",62244,8398,"Cell536","Batch1","Group1",62671.3854348168,"0","0"
"Cell537","SeuratProject",43493,7030,"Cell537","Batch1","Group1",43260.5744247847,"0","0"
"Cell538","SeuratProject",69441,8706,"Cell538","Batch1","Group1",69089.0095759805,"0","0"
"Cell539","SeuratProject",49444,7517,"Cell539","Batch1","Group1",49923.5749961699,"0","0"
"Cell540","SeuratProject",87299,9631,"Cell540","Batch1","Group2",86875.9947259165,"1","1"
"Cell541","SeuratProject",73310,9009,"Cell541","Batch1","Group1",72526.8420600025,"0","0"
"Cell542","SeuratProject",74818,8994,"Cell542","Batch1","Group1",74771.3690827212,"0","0"
"Cell543","SeuratProject",56100,7956,"Cell543","Batch1","Group3",55691.4236950587,"2","2"
"Cell544","SeuratProject",45293,7164,"Cell544","Batch1","Group3",45227.4059961794,"2","2"
"Cell545","SeuratProject",65025,8561,"Cell545","Batch1","Group3",65437.9791046551,"2","2"
"Cell546","SeuratProject",64295,8497,"Cell546","Batch1","Group3",64784.9576502037,"2","2"
"Cell547","SeuratProject",74427,9014,"Cell547","Batch1","Group1",74864.6725042028,"0","0"
"Cell548","SeuratProject",71528,8891,"Cell548","Batch1","Group4",71875.6680736856,"3","3"
"Cell549","SeuratProject",72785,8903,"Cell549","Batch1","Group3",72011.392510174,"2","2"
"Cell550","SeuratProject",43201,7003,"Cell550","Batch1","Group1",42797.7144721992,"0","0"
"Cell551","SeuratProject",80104,9322,"Cell551","Batch1","Group1",79979.1159245411,"0","0"
"Cell552","SeuratProject",60656,8339,"Cell552","Batch1","Group2",60981.4738270368,"1","1"
"Cell553","SeuratProject",81478,9401,"Cell553","Batch1","Group1",80949.4315917916,"0","0"
"Cell554","SeuratProject",77198,9217,"Cell554","Batch1","Group1",76712.6946063467,"0","0"
"Cell555","SeuratProject",60605,8294,"Cell555","Batch1","Group1",60945.1680052555,"0","0"
"Cell556","SeuratProject",68468,8676,"Cell556","Batch1","Group3",68383.7384732754,"2","2"
"Cell557","SeuratProject",58908,8244,"Cell557","Batch1","Group1",59057.3978227975,"0","0"
"Cell558","SeuratProject",52814,7706,"Cell558","Batch1","Group3",52859.6321168561,"2","2"
"Cell559","SeuratProject",46648,7308,"Cell559","Batch1","Group2",46286.5621099581,"1","1"
"Cell560","SeuratProject",53398,7741,"Cell560","Batch1","Group3",53380.2404687977,"0","0"
"Cell561","SeuratProject",66521,8618,"Cell561","Batch1","Group1",66181.1634732902,"0","0"
"Cell562","SeuratProject",66915,8662,"Cell562","Batch1","Group2",66805.2719190926,"1","1"
"Cell563","SeuratProject",57382,8114,"Cell563","Batch1","Group3",57903.1862974669,"2","2"
"Cell564","SeuratProject",60256,8224,"Cell564","Batch1","Group2",60452.6633131663,"1","1"
"Cell565","SeuratProject",117682,10848,"Cell565","Batch1","Group1",118082.402545263,"0","0"
"Cell566","SeuratProject",68079,8706,"Cell566","Batch1","Group2",67823.055331338,"1","1"
"Cell567","SeuratProject",56656,8073,"Cell567","Batch1","Group1",57013.4098262218,"0","0"
"Cell568","SeuratProject",56835,8026,"Cell568","Batch1","Group1",56716.9851589637,"0","0"
"Cell569","SeuratProject",63775,8445,"Cell569","Batch1","Group1",63678.958185488,"0","0"
"Cell570","SeuratProject",47940,7430,"Cell570","Batch1","Group2",48067.088318063,"1","1"
"Cell571","SeuratProject",73956,8977,"Cell571","Batch1","Group2",73971.9317277618,"1","1"
"Cell572","SeuratProject",52577,7693,"Cell572","Batch1","Group3",52294.0180928841,"2","2"
"Cell573","SeuratProject",68283,8771,"Cell573","Batch1","Group1",69132.3399286393,"0","0"
"Cell574","SeuratProject",45955,7308,"Cell574","Batch1","Group4",46267.058869811,"3","3"
"Cell575","SeuratProject",70909,8792,"Cell575","Batch1","Group2",71063.6021889529,"1","1"
"Cell576","SeuratProject",66305,8533,"Cell576","Batch1","Group1",65599.6715271578,"0","0"
"Cell577","SeuratProject",37047,6466,"Cell577","Batch1","Group2",37164.9865379699,"1","1"
"Cell578","SeuratProject",51380,7747,"Cell578","Batch1","Group1",51575.0753236139,"0","0"
"Cell579","SeuratProject",56560,8009,"Cell579","Batch1","Group3",57072.9325630636,"2","2"
"Cell580","SeuratProject",67723,8652,"Cell580","Batch1","Group1",67711.1857977526,"0","0"
