"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell505","SeuratProject",52069,7694,"Cell505","Batch1","Group1",51781.9225363675,"1","1"
"Cell506","SeuratProject",49499,7501,"Cell506","Batch1","Group1",49530.948183982,"1","1"
"Cell507","SeuratProject",58739,8127,"Cell507","Batch1","Group2",59109.6734090776,"3","3"
"Cell508","SeuratProject",83232,9469,"Cell508","Batch1","Group1",83804.3105533131,"1","1"
"Cell509","SeuratProject",43734,7049,"Cell509","Batch1","Group1",43605.1707534881,"1","1"
"Cell510","SeuratProject",69105,8819,"Cell510","Batch1","Group3",69920.8013234386,"4","4"
"Cell511","SeuratProject",81784,9418,"Cell511","Batch1","Group3",81594.8252881691,"4","4"
"Cell512","SeuratProject",70848,8843,"Cell512","Batch1","Group1",70837.7724870277,"1","1"
"Cell513","SeuratProject",48187,7282,"Cell513","Batch1","Group3",48188.6961459093,"4","4"
"Cell514","SeuratProject",80858,9308,"Cell514","Batch1","Group1",81031.2315836124,"1","1"
"Cell515","SeuratProject",46802,7287,"Cell515","Batch1","Group1",46681.1772390531,"1","1"
"Cell516","SeuratProject",71939,8937,"Cell516","Batch1","Group1",70759.1626250171,"1","1"
"Cell517","SeuratProject",55356,7839,"Cell517","Batch1","Group1",55286.5940957463,"1","1"
"Cell518","SeuratProject",56436,8085,"Cell518","Batch1","Group1",56447.1193051288,"1","1"
"Cell519","SeuratProject",67410,8764,"Cell519","Batch1","Group2",67207.8304428195,"3","3"
"Cell520","SeuratProject",50121,7483,"Cell520","Batch1","Group4",50233.414957914,"3","3"
"Cell521","SeuratProject",63774,8459,"Cell521","Batch1","Group1",64028.931575534,"1","1"
"Cell522","SeuratProject",50560,7614,"Cell522","Batch1","Group1",50500.1797445634,"1","1"
"Cell523","SeuratProject",69207,8841,"Cell523","Batch1","Group3",69180.7938574341,"4","4"
"Cell524","SeuratProject",81278,9407,"Cell524","Batch1","Group2",81403.0651974003,"3","3"
"Cell525","SeuratProject",63741,8360,"Cell525","Batch1","Group1",63419.1408243793,"1","1"
"Cell526","SeuratProject",54600,7842,"Cell526","Batch1","Group1",54597.8057387162,"1","1"
"Cell527","SeuratProject",58334,8111,"Cell527","Batch1","Group1",58862.4098120998,"1","1"
"Cell528","SeuratProject",45122,7188,"Cell528","Batch1","Group1",44810.8210529057,"1","1"
"Cell529","SeuratProject",70113,8724,"Cell529","Batch1","Group4",70716.5634283624,"6","6"
"Cell530","SeuratProject",55523,7876,"Cell530","Batch1","Group1",55456.5974481721,"1","1"
"Cell531","SeuratProject",62267,8321,"Cell531","Batch1","Group3",61734.0493263291,"4","4"
"Cell532","SeuratProject",61090,8253,"Cell532","Batch1","Group4",61238.6805390375,"6","6"
"Cell533","SeuratProject",31947,5893,"Cell533","Batch1","Group1",32135.1737816495,"1","1"
"Cell534","SeuratProject",67725,8680,"Cell534","Batch1","Group3",67571.0734409419,"4","4"
"Cell535","SeuratProject",84761,9504,"Cell535","Batch1","Group2",83736.6044065448,"3","3"
"Cell536","SeuratProject",62244,8398,"Cell536","Batch1","Group1",62671.3854348168,"1","1"
"Cell537","SeuratProject",43493,7030,"Cell537","Batch1","Group1",43260.5744247847,"1","1"
"Cell538","SeuratProject",69441,8706,"Cell538","Batch1","Group1",69089.0095759805,"1","1"
"Cell539","SeuratProject",49444,7517,"Cell539","Batch1","Group1",49923.5749961699,"1","1"
"Cell540","SeuratProject",87299,9631,"Cell540","Batch1","Group2",86875.9947259165,"3","3"
"Cell541","SeuratProject",73310,9009,"Cell541","Batch1","Group1",72526.8420600025,"1","1"
"Cell542","SeuratProject",74818,8994,"Cell542","Batch1","Group1",74771.3690827212,"1","1"
"Cell543","SeuratProject",56100,7956,"Cell543","Batch1","Group3",55691.4236950587,"4","4"
"Cell544","SeuratProject",45293,7164,"Cell544","Batch1","Group3",45227.4059961794,"4","4"
"Cell545","SeuratProject",65025,8561,"Cell545","Batch1","Group3",65437.9791046551,"4","4"
"Cell546","SeuratProject",64295,8497,"Cell546","Batch1","Group3",64784.9576502037,"4","4"
"Cell547","SeuratProject",74427,9014,"Cell547","Batch1","Group1",74864.6725042028,"1","1"
"Cell548","SeuratProject",71528,8891,"Cell548","Batch1","Group4",71875.6680736856,"6","6"
"Cell549","SeuratProject",72785,8903,"Cell549","Batch1","Group3",72011.392510174,"4","4"
"Cell550","SeuratProject",43201,7003,"Cell550","Batch1","Group1",42797.7144721992,"1","1"
"Cell551","SeuratProject",80104,9322,"Cell551","Batch1","Group1",79979.1159245411,"1","1"
"Cell552","SeuratProject",60656,8339,"Cell552","Batch1","Group2",60981.4738270368,"3","3"
"Cell553","SeuratProject",81478,9401,"Cell553","Batch1","Group1",80949.4315917916,"1","1"
"Cell554","SeuratProject",77198,9217,"Cell554","Batch1","Group1",76712.6946063467,"1","1"
"Cell555","SeuratProject",60605,8294,"Cell555","Batch1","Group1",60945.1680052555,"1","1"
"Cell556","SeuratProject",68468,8676,"Cell556","Batch1","Group3",68383.7384732754,"4","4"
"Cell557","SeuratProject",58908,8244,"Cell557","Batch1","Group1",59057.3978227975,"1","1"
"Cell558","SeuratProject",52814,7706,"Cell558","Batch1","Group3",52859.6321168561,"4","4"
"Cell559","SeuratProject",46648,7308,"Cell559","Batch1","Group2",46286.5621099581,"3","3"
"Cell560","SeuratProject",53398,7741,"Cell560","Batch1","Group3",53380.2404687977,"4","4"
"Cell561","SeuratProject",66521,8618,"Cell561","Batch1","Group1",66181.1634732902,"1","1"
"Cell562","SeuratProject",66915,8662,"Cell562","Batch1","Group2",66805.2719190926,"3","3"
"Cell563","SeuratProject",57382,8114,"Cell563","Batch1","Group3",57903.1862974669,"4","4"
"Cell564","SeuratProject",60256,8224,"Cell564","Batch1","Group2",60452.6633131663,"3","3"
"Cell565","SeuratProject",117682,10848,"Cell565","Batch1","Group1",118082.402545263,"1","1"
"Cell566","SeuratProject",68079,8706,"Cell566","Batch1","Group2",67823.055331338,"3","3"
"Cell567","SeuratProject",56656,8073,"Cell567","Batch1","Group1",57013.4098262218,"1","1"
"Cell568","SeuratProject",56835,8026,"Cell568","Batch1","Group1",56716.9851589637,"3","3"
"Cell569","SeuratProject",63775,8445,"Cell569","Batch1","Group1",63678.958185488,"1","1"
"Cell570","SeuratProject",47940,7430,"Cell570","Batch1","Group2",48067.088318063,"3","3"
"Cell571","SeuratProject",73956,8977,"Cell571","Batch1","Group2",73971.9317277618,"3","3"
"Cell572","SeuratProject",52577,7693,"Cell572","Batch1","Group3",52294.0180928841,"4","4"
"Cell573","SeuratProject",68283,8771,"Cell573","Batch1","Group1",69132.3399286393,"1","1"
"Cell574","SeuratProject",45955,7308,"Cell574","Batch1","Group4",46267.058869811,"6","6"
"Cell575","SeuratProject",70909,8792,"Cell575","Batch1","Group2",71063.6021889529,"3","3"
"Cell576","SeuratProject",66305,8533,"Cell576","Batch1","Group1",65599.6715271578,"1","1"
"Cell577","SeuratProject",37047,6466,"Cell577","Batch1","Group2",37164.9865379699,"3","3"
"Cell578","SeuratProject",51380,7747,"Cell578","Batch1","Group1",51575.0753236139,"1","1"
"Cell579","SeuratProject",56560,8009,"Cell579","Batch1","Group3",57072.9325630636,"4","4"
"Cell580","SeuratProject",67723,8652,"Cell580","Batch1","Group1",67711.1857977526,"1","1"
"Cell581","SeuratProject",73836,9040,"Cell581","Batch1","Group1",74279.9168823498,"1","1"
"Cell582","SeuratProject",54114,7939,"Cell582","Batch1","Group2",54435.7275059449,"3","3"
"Cell583","SeuratProject",45023,7123,"Cell583","Batch1","Group1",44566.2375466983,"1","1"
"Cell584","SeuratProject",54231,7839,"Cell584","Batch1","Group4",53984.5582041037,"6","6"
"Cell585","SeuratProject",63974,8428,"Cell585","Batch1","Group3",63998.5073509174,"4","4"
"Cell586","SeuratProject",56565,7954,"Cell586","Batch1","Group3",56315.8331649099,"4","4"
"Cell587","SeuratProject",71211,8814,"Cell587","Batch1","Group3",70164.5384562528,"4","4"
"Cell588","SeuratProject",50185,7540,"Cell588","Batch1","Group1",50962.1928653704,"1","1"
"Cell589","SeuratProject",53097,7799,"Cell589","Batch1","Group1",53040.3061498724,"1","1"
"Cell590","SeuratProject",78303,9241,"Cell590","Batch1","Group3",78019.718344371,"4","4"
"Cell591","SeuratProject",55912,7985,"Cell591","Batch1","Group1",55593.3333216803,"1","1"
"Cell592","SeuratProject",57668,8112,"Cell592","Batch1","Group2",58482.8947175005,"3","3"
"Cell593","SeuratProject",55355,7897,"Cell593","Batch1","Group2",55361.6769176744,"3","3"
"Cell594","SeuratProject",59199,8230,"Cell594","Batch1","Group2",59181.9468290889,"3","3"
"Cell595","SeuratProject",74104,9072,"Cell595","Batch1","Group1",74853.3853110907,"1","1"
"Cell596","SeuratProject",53327,7798,"Cell596","Batch1","Group3",52682.4204601719,"4","4"
"Cell597","SeuratProject",73144,8842,"Cell597","Batch1","Group2",71971.892132754,"3","3"
"Cell598","SeuratProject",81189,9379,"Cell598","Batch1","Group4",81062.3908825032,"6","6"
"Cell599","SeuratProject",68712,8715,"Cell599","Batch1","Group1",68296.1343332797,"1","1"
"Cell600","SeuratProject",71027,8838,"Cell600","Batch1","Group4",70738.7614738909,"6","6"
"Cell601","SeuratProject",72933,9058,"Cell601","Batch1","Group1",72874.5422785433,"1","1"
"Cell602","SeuratProject",58696,8110,"Cell602","Batch1","Group2",58591.5536594018,"3","3"
"Cell603","SeuratProject",47148,7222,"Cell603","Batch1","Group1",47181.2298158003,"1","1"
"Cell604","SeuratProject",59541,8242,"Cell604","Batch1","Group1",59986.0966259277,"1","1"
"Cell605","SeuratProject",52628,7723,"Cell605","Batch1","Group1",52638.0676716809,"1","1"
"Cell606","SeuratProject",50298,7480,"Cell606","Batch1","Group2",50293.893028431,"3","3"
"Cell607","SeuratProject",53586,7803,"Cell607","Batch1","Group2",54460.6971785136,"3","3"
"Cell608","SeuratProject",60424,8174,"Cell608","Batch1","Group3",59831.458661036,"4","4"
"Cell609","SeuratProject",58230,8147,"Cell609","Batch1","Group1",58406.1039249132,"1","1"
"Cell610","SeuratProject",61115,8292,"Cell610","Batch1","Group3",61276.6783478039,"4","4"
"Cell611","SeuratProject",60800,8277,"Cell611","Batch1","Group2",61360.3929991514,"3","3"
"Cell612","SeuratProject",83199,9488,"Cell612","Batch1","Group3",83604.6253315737,"4","4"
"Cell613","SeuratProject",60854,8320,"Cell613","Batch1","Group3",60452.3566319768,"4","4"
"Cell614","SeuratProject",43421,7041,"Cell614","Batch1","Group4",42985.273339256,"6","6"
"Cell615","SeuratProject",66962,8646,"Cell615","Batch1","Group2",67753.3870651261,"3","3"
"Cell616","SeuratProject",63945,8439,"Cell616","Batch1","Group1",63942.1694769813,"1","1"
"Cell617","SeuratProject",64528,8515,"Cell617","Batch1","Group2",64919.2756735845,"3","3"
"Cell618","SeuratProject",39343,6657,"Cell618","Batch1","Group1",39439.6683603069,"1","1"
"Cell619","SeuratProject",49316,7484,"Cell619","Batch1","Group4",49240.9681105158,"6","6"
"Cell620","SeuratProject",63849,8497,"Cell620","Batch1","Group1",63798.8527254051,"1","1"
"Cell621","SeuratProject",55447,7908,"Cell621","Batch1","Group1",55748.691779057,"1","1"
"Cell622","SeuratProject",52626,7675,"Cell622","Batch1","Group1",52584.9905667368,"1","1"
"Cell623","SeuratProject",70847,8795,"Cell623","Batch1","Group2",70697.2961895457,"3","3"
"Cell624","SeuratProject",38217,6586,"Cell624","Batch1","Group1",38720.248597156,"1","1"
"Cell625","SeuratProject",60817,8296,"Cell625","Batch1","Group3",60292.6511804941,"4","4"
"Cell626","SeuratProject",48421,7469,"Cell626","Batch1","Group1",48847.6539681048,"1","1"
"Cell627","SeuratProject",77221,9156,"Cell627","Batch1","Group1",77846.9298862658,"1","1"
"Cell628","SeuratProject",46216,7169,"Cell628","Batch1","Group1",45329.1794286415,"1","1"
"Cell629","SeuratProject",80413,9319,"Cell629","Batch1","Group3",79561.2937639007,"4","4"
"Cell630","SeuratProject",68794,8737,"Cell630","Batch1","Group1",69256.4893801638,"1","1"
"Cell631","SeuratProject",52391,7662,"Cell631","Batch1","Group2",51679.4557738697,"3","3"
"Cell632","SeuratProject",51482,7607,"Cell632","Batch1","Group4",51750.8947936524,"6","6"
"Cell633","SeuratProject",52487,7731,"Cell633","Batch1","Group1",53126.8437947168,"3","3"
"Cell634","SeuratProject",47181,7334,"Cell634","Batch1","Group4",47373.7160850812,"6","6"
"Cell635","SeuratProject",47224,7310,"Cell635","Batch1","Group1",46794.8240067028,"1","1"
"Cell636","SeuratProject",59853,8118,"Cell636","Batch1","Group1",59937.7885819913,"1","1"
"Cell637","SeuratProject",82382,9460,"Cell637","Batch1","Group3",82308.5907248042,"4","4"
"Cell638","SeuratProject",54690,7813,"Cell638","Batch1","Group3",54601.29716979,"4","4"
"Cell639","SeuratProject",46690,7257,"Cell639","Batch1","Group3",47174.8367985087,"1","1"
"Cell640","SeuratProject",65961,8608,"Cell640","Batch1","Group1",66321.7310529376,"1","1"
"Cell641","SeuratProject",97028,10075,"Cell641","Batch1","Group1",95809.6795327488,"1","1"
"Cell642","SeuratProject",75754,9113,"Cell642","Batch1","Group1",75845.8191892018,"1","1"
"Cell643","SeuratProject",51831,7621,"Cell643","Batch1","Group1",51962.4065315941,"1","1"
"Cell644","SeuratProject",65940,8597,"Cell644","Batch1","Group1",65935.1620377257,"1","1"
"Cell645","SeuratProject",72755,8962,"Cell645","Batch1","Group1",72751.3643372343,"1","1"
"Cell646","SeuratProject",47422,7292,"Cell646","Batch1","Group3",47114.024506755,"4","4"
"Cell647","SeuratProject",71736,8868,"Cell647","Batch1","Group2",71841.6576159685,"3","3"
"Cell648","SeuratProject",50240,7592,"Cell648","Batch1","Group4",50392.6386780731,"6","6"
"Cell649","SeuratProject",55537,7898,"Cell649","Batch1","Group2",55510.0319640943,"3","3"
"Cell650","SeuratProject",63742,8445,"Cell650","Batch1","Group2",64564.7242336563,"3","3"
"Cell651","SeuratProject",93324,9945,"Cell651","Batch1","Group3",93901.7521966741,"4","4"
"Cell652","SeuratProject",71302,8949,"Cell652","Batch1","Group1",71922.4840215448,"1","1"
"Cell653","SeuratProject",47439,7357,"Cell653","Batch1","Group1",47094.5274487122,"1","1"
"Cell654","SeuratProject",59037,8251,"Cell654","Batch1","Group1",59832.4087793789,"1","1"
"Cell655","SeuratProject",48930,7419,"Cell655","Batch1","Group4",48301.2426978697,"6","6"
"Cell656","SeuratProject",77841,9146,"Cell656","Batch1","Group3",76883.9431988066,"4","4"
"Cell657","SeuratProject",56137,8042,"Cell657","Batch1","Group2",56636.9307509117,"3","3"
"Cell658","SeuratProject",51947,7621,"Cell658","Batch1","Group2",51623.5107590889,"3","3"
"Cell659","SeuratProject",58003,8118,"Cell659","Batch1","Group2",58458.9946677312,"3","3"
"Cell660","SeuratProject",75647,9030,"Cell660","Batch1","Group3",76846.253691481,"4","4"
"Cell661","SeuratProject",65420,8542,"Cell661","Batch1","Group2",64978.3811022044,"3","3"
"Cell662","SeuratProject",65901,8649,"Cell662","Batch1","Group4",66672.8883835978,"6","6"
"Cell663","SeuratProject",93996,9931,"Cell663","Batch1","Group2",93517.9831126368,"3","3"
"Cell664","SeuratProject",44780,7129,"Cell664","Batch1","Group2",44776.2466357145,"3","3"
"Cell665","SeuratProject",64349,8386,"Cell665","Batch1","Group4",63854.8219756179,"6","6"
"Cell666","SeuratProject",51379,7611,"Cell666","Batch1","Group1",50849.4295302173,"1","1"
"Cell667","SeuratProject",64140,8429,"Cell667","Batch1","Group1",63804.2757447991,"1","1"
"Cell668","SeuratProject",58299,8165,"Cell668","Batch1","Group1",58315.0031481062,"1","1"
"Cell669","SeuratProject",64540,8546,"Cell669","Batch1","Group4",64560.8173463164,"6","6"
"Cell670","SeuratProject",67898,8640,"Cell670","Batch1","Group3",67805.0373155792,"4","4"
"Cell671","SeuratProject",45663,7219,"Cell671","Batch1","Group3",46181.4784633206,"4","4"
"Cell672","SeuratProject",48495,7403,"Cell672","Batch1","Group1",48557.8293992644,"1","1"
"Cell673","SeuratProject",83115,9381,"Cell673","Batch1","Group4",82281.9387505631,"6","6"
"Cell674","SeuratProject",41190,6766,"Cell674","Batch1","Group4",40612.1771934523,"6","6"
"Cell675","SeuratProject",56574,7950,"Cell675","Batch1","Group2",56118.5080625496,"3","3"
"Cell676","SeuratProject",67333,8642,"Cell676","Batch1","Group1",67535.6725668243,"1","1"
"Cell677","SeuratProject",54919,7820,"Cell677","Batch1","Group1",54942.4718273036,"1","1"
"Cell678","SeuratProject",68348,8719,"Cell678","Batch1","Group1",67778.1981117745,"1","1"
"Cell679","SeuratProject",63020,8399,"Cell679","Batch1","Group4",63335.5110951204,"6","6"
"Cell680","SeuratProject",50015,7602,"Cell680","Batch1","Group1",49961.9286378807,"6","6"
"Cell681","SeuratProject",53573,7765,"Cell681","Batch1","Group3",53130.9277158214,"4","4"
"Cell682","SeuratProject",45370,7186,"Cell682","Batch1","Group3",45299.7600263804,"4","4"
"Cell683","SeuratProject",51921,7680,"Cell683","Batch1","Group2",52080.5519331909,"3","3"
"Cell684","SeuratProject",51172,7598,"Cell684","Batch1","Group1",51322.9227909978,"1","1"
"Cell685","SeuratProject",76869,9172,"Cell685","Batch1","Group1",77497.716258804,"1","1"
"Cell686","SeuratProject",55518,7892,"Cell686","Batch1","Group4",55326.0115768858,"6","6"
"Cell687","SeuratProject",57594,7964,"Cell687","Batch1","Group1",57388.1880188202,"1","1"
"Cell688","SeuratProject",52004,7656,"Cell688","Batch1","Group1",51867.3773673954,"1","1"
"Cell689","SeuratProject",52085,7601,"Cell689","Batch1","Group4",51880.6569257971,"6","6"
"Cell690","SeuratProject",67546,8688,"Cell690","Batch1","Group1",67637.224635035,"1","1"
"Cell691","SeuratProject",58368,8040,"Cell691","Batch1","Group1",58148.595426378,"1","1"
"Cell692","SeuratProject",69813,8896,"Cell692","Batch1","Group2",70813.4068429743,"3","3"
"Cell693","SeuratProject",47978,7378,"Cell693","Batch1","Group4",47848.1028284924,"3","3"
"Cell694","SeuratProject",57345,7987,"Cell694","Batch1","Group3",57953.1097794157,"4","4"
"Cell695","SeuratProject",45612,7204,"Cell695","Batch1","Group1",46107.2053772009,"1","1"
"Cell696","SeuratProject",59733,8147,"Cell696","Batch1","Group4",59788.9991161811,"6","6"
"Cell697","SeuratProject",75709,9072,"Cell697","Batch1","Group1",75604.5182096251,"1","1"
"Cell698","SeuratProject",51031,7651,"Cell698","Batch1","Group3",50909.9713780743,"4","4"
"Cell699","SeuratProject",48870,7429,"Cell699","Batch1","Group1",49710.6290542611,"1","1"
"Cell700","SeuratProject",57787,7999,"Cell700","Batch1","Group2",58175.709041703,"3","3"
"Cell701","SeuratProject",87486,9684,"Cell701","Batch1","Group1",87678.0132230162,"1","1"
"Cell702","SeuratProject",62310,8393,"Cell702","Batch1","Group1",62840.3404194142,"1","1"
"Cell703","SeuratProject",74035,8996,"Cell703","Batch1","Group1",73580.7691394611,"1","1"
"Cell704","SeuratProject",46326,7215,"Cell704","Batch1","Group3",46927.6205887485,"4","4"
"Cell705","SeuratProject",53055,7729,"Cell705","Batch1","Group1",53352.1564950453,"1","1"
"Cell706","SeuratProject",73780,8988,"Cell706","Batch1","Group2",73900.9206054789,"3","3"
"Cell707","SeuratProject",51511,7584,"Cell707","Batch1","Group4",51761.2796592959,"6","6"
"Cell708","SeuratProject",52731,7708,"Cell708","Batch1","Group2",53853.5152855336,"3","3"
"Cell709","SeuratProject",51904,7684,"Cell709","Batch1","Group1",52093.1732977008,"1","1"
"Cell710","SeuratProject",80916,9321,"Cell710","Batch1","Group3",81101.775883247,"4","4"
"Cell711","SeuratProject",84780,9509,"Cell711","Batch1","Group3",83731.1786529963,"4","4"
"Cell712","SeuratProject",81133,9353,"Cell712","Batch1","Group4",81123.1208540341,"6","6"
"Cell713","SeuratProject",59666,8163,"Cell713","Batch1","Group3",59429.8851755721,"4","4"
"Cell714","SeuratProject",49100,7555,"Cell714","Batch1","Group2",49106.1233400891,"3","3"
"Cell715","SeuratProject",47394,7367,"Cell715","Batch1","Group2",47808.8385900205,"3","3"
"Cell716","SeuratProject",68754,8795,"Cell716","Batch1","Group1",69348.4730421755,"1","1"
"Cell717","SeuratProject",63060,8328,"Cell717","Batch1","Group1",62884.5591522067,"1","1"
"Cell718","SeuratProject",55161,7870,"Cell718","Batch1","Group4",54197.9724002919,"6","6"
"Cell719","SeuratProject",54334,7813,"Cell719","Batch1","Group4",54910.0974584385,"6","6"
"Cell720","SeuratProject",50550,7547,"Cell720","Batch1","Group3",50442.0196397076,"4","4"
"Cell721","SeuratProject",65671,8585,"Cell721","Batch1","Group2",66418.176087384,"3","3"
"Cell722","SeuratProject",95304,9957,"Cell722","Batch1","Group2",95368.8674309097,"3","3"
"Cell723","SeuratProject",57939,8079,"Cell723","Batch1","Group2",58430.4626408594,"3","3"
"Cell724","SeuratProject",70789,8859,"Cell724","Batch1","Group2",71770.7949954601,"3","3"
"Cell725","SeuratProject",57493,8049,"Cell725","Batch1","Group4",57336.175394442,"6","6"
"Cell726","SeuratProject",40377,6775,"Cell726","Batch1","Group1",40694.3913319307,"1","1"
"Cell727","SeuratProject",70938,8890,"Cell727","Batch1","Group1",70989.6636065182,"1","1"
"Cell728","SeuratProject",58252,8143,"Cell728","Batch1","Group3",58749.2086443951,"4","4"
"Cell729","SeuratProject",56563,7950,"Cell729","Batch1","Group2",56345.3203794999,"3","3"
"Cell730","SeuratProject",79008,9269,"Cell730","Batch1","Group3",79344.9837205237,"4","4"
"Cell731","SeuratProject",54160,7828,"Cell731","Batch1","Group2",54362.8047811082,"3","3"
"Cell732","SeuratProject",69351,8816,"Cell732","Batch1","Group4",69732.5133313624,"6","6"
"Cell733","SeuratProject",74637,9130,"Cell733","Batch1","Group4",74845.8712504471,"6","6"
"Cell734","SeuratProject",60936,8267,"Cell734","Batch1","Group1",60546.3351538002,"1","1"
"Cell735","SeuratProject",38033,6585,"Cell735","Batch1","Group1",37954.9484954623,"1","1"
"Cell736","SeuratProject",59901,8247,"Cell736","Batch1","Group1",59801.2845967694,"1","1"
"Cell737","SeuratProject",72826,8914,"Cell737","Batch1","Group4",72447.4417478689,"6","6"
"Cell738","SeuratProject",50062,7519,"Cell738","Batch1","Group3",49280.7054434621,"4","4"
"Cell739","SeuratProject",53437,7779,"Cell739","Batch1","Group3",53658.0987879608,"4","4"
"Cell740","SeuratProject",65440,8474,"Cell740","Batch1","Group3",65822.4338552705,"4","4"
"Cell741","SeuratProject",57970,8042,"Cell741","Batch1","Group1",58241.4448923916,"1","1"
"Cell742","SeuratProject",68673,8666,"Cell742","Batch1","Group4",69054.6764315881,"6","6"
"Cell743","SeuratProject",53828,7844,"Cell743","Batch1","Group2",52975.1456367589,"3","3"
"Cell744","SeuratProject",45445,7097,"Cell744","Batch1","Group4",45366.674133446,"6","6"
"Cell745","SeuratProject",54542,7816,"Cell745","Batch1","Group1",54546.7472570065,"1","1"
"Cell746","SeuratProject",60015,8206,"Cell746","Batch1","Group1",59762.2760461569,"1","1"
"Cell747","SeuratProject",43012,6945,"Cell747","Batch1","Group1",43217.0325606599,"1","1"
"Cell748","SeuratProject",68423,8728,"Cell748","Batch1","Group1",68332.2632330307,"1","1"
"Cell749","SeuratProject",84697,9490,"Cell749","Batch1","Group2",84901.4696705588,"3","3"
"Cell750","SeuratProject",56868,8083,"Cell750","Batch1","Group1",57165.6614588439,"1","1"
"Cell751","SeuratProject",66648,8575,"Cell751","Batch1","Group1",66255.8777796085,"1","1"
"Cell752","SeuratProject",55282,7831,"Cell752","Batch1","Group2",54357.0072936126,"3","3"
"Cell753","SeuratProject",51920,7686,"Cell753","Batch1","Group4",51554.4517793694,"6","6"
"Cell754","SeuratProject",40492,6735,"Cell754","Batch1","Group3",40845.8821446048,"4","4"
"Cell755","SeuratProject",48274,7403,"Cell755","Batch1","Group1",47705.7886124885,"1","1"
"Cell756","SeuratProject",52511,7771,"Cell756","Batch1","Group1",52282.8114267748,"1","1"
"Cell757","SeuratProject",77375,9162,"Cell757","Batch1","Group3",77002.4960359057,"4","4"
"Cell758","SeuratProject",35547,6300,"Cell758","Batch1","Group3",36037.1775303248,"4","4"
"Cell759","SeuratProject",43102,6989,"Cell759","Batch1","Group1",42902.2698348054,"1","1"
"Cell760","SeuratProject",62617,8398,"Cell760","Batch1","Group3",62340.1991046723,"4","4"
"Cell761","SeuratProject",46909,7270,"Cell761","Batch1","Group4",47096.1485198506,"6","6"
"Cell762","SeuratProject",81960,9400,"Cell762","Batch1","Group1",81173.865976478,"1","1"
"Cell763","SeuratProject",73859,8990,"Cell763","Batch1","Group1",73416.2701520975,"1","1"
"Cell764","SeuratProject",68632,8758,"Cell764","Batch1","Group2",68588.524655064,"3","3"
"Cell765","SeuratProject",50900,7582,"Cell765","Batch1","Group1",50679.292652687,"6","6"
"Cell766","SeuratProject",58461,8239,"Cell766","Batch1","Group2",58212.011513188,"3","3"
"Cell767","SeuratProject",54572,7801,"Cell767","Batch1","Group1",54090.2883894427,"1","1"
"Cell768","SeuratProject",59455,8177,"Cell768","Batch1","Group3",59478.2437906147,"4","4"
"Cell769","SeuratProject",59268,8194,"Cell769","Batch1","Group1",59879.2980927587,"1","1"
"Cell770","SeuratProject",70335,8770,"Cell770","Batch1","Group2",69527.2626436404,"3","3"
"Cell771","SeuratProject",64778,8533,"Cell771","Batch1","Group1",64539.6144906661,"1","1"
"Cell772","SeuratProject",64527,8525,"Cell772","Batch1","Group2",63875.089463849,"3","3"
"Cell773","SeuratProject",61750,8335,"Cell773","Batch1","Group1",61326.840823509,"1","1"
"Cell774","SeuratProject",48924,7454,"Cell774","Batch1","Group2",49183.3451416197,"3","3"
"Cell775","SeuratProject",47780,7411,"Cell775","Batch1","Group1",46848.3260421299,"1","1"
"Cell776","SeuratProject",88611,9730,"Cell776","Batch1","Group2",88951.86880776,"3","3"
"Cell777","SeuratProject",43912,7132,"Cell777","Batch1","Group2",44015.7850354985,"3","3"
"Cell778","SeuratProject",48532,7383,"Cell778","Batch1","Group2",47993.7059544359,"3","3"
"Cell779","SeuratProject",49076,7388,"Cell779","Batch1","Group2",49290.6872879523,"3","3"
"Cell780","SeuratProject",67443,8722,"Cell780","Batch1","Group1",67739.9213827716,"1","1"
"Cell781","SeuratProject",58504,8119,"Cell781","Batch1","Group1",58429.627879078,"1","1"
"Cell782","SeuratProject",60055,8209,"Cell782","Batch1","Group3",60026.3264227837,"4","4"
"Cell783","SeuratProject",62621,8449,"Cell783","Batch1","Group3",62942.4533620334,"4","4"
"Cell784","SeuratProject",63455,8377,"Cell784","Batch1","Group1",63083.2193254323,"1","1"
"Cell785","SeuratProject",55525,7901,"Cell785","Batch1","Group3",55916.5181299529,"4","4"
"Cell786","SeuratProject",61424,8288,"Cell786","Batch1","Group4",60389.8137033066,"6","6"
"Cell787","SeuratProject",46527,7337,"Cell787","Batch1","Group3",46516.416747094,"4","4"
"Cell788","SeuratProject",61288,8340,"Cell788","Batch1","Group1",61693.2784355935,"1","1"
"Cell789","SeuratProject",59481,8135,"Cell789","Batch1","Group1",58655.0085427702,"1","1"
"Cell790","SeuratProject",62952,8324,"Cell790","Batch1","Group3",63202.5642536801,"4","4"
"Cell791","SeuratProject",59082,8194,"Cell791","Batch1","Group2",60021.767448029,"3","3"
"Cell792","SeuratProject",61299,8225,"Cell792","Batch1","Group3",61391.7963341212,"4","4"
"Cell793","SeuratProject",53745,7716,"Cell793","Batch1","Group2",53339.3006698829,"3","3"
"Cell794","SeuratProject",74438,9070,"Cell794","Batch1","Group1",73673.0616945231,"1","1"
"Cell795","SeuratProject",91037,9835,"Cell795","Batch1","Group3",90795.9954733275,"4","4"
