"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell296","SeuratProject",2192,370,"Cell296","Batch1","Group4",2390.88234537675,"2","2"
"Cell297","SeuratProject",5196,668,"Cell297","Batch1","Group2",5780.3417233785,"2","2"
"Cell298","SeuratProject",3531,525,"Cell298","Batch1","Group2",4175.46607496173,"1","1"
"Cell299","SeuratProject",4827,643,"Cell299","Batch1","Group2",5516.37758718594,"2","2"
"Cell300","SeuratProject",5414,674,"Cell300","Batch1","Group2",6181.06259089802,"2","2"
"Cell301","SeuratProject",2835,444,"Cell301","Batch1","Group3",3432.35479877162,"0","0"
"Cell302","SeuratProject",1799,347,"Cell302","Batch1","Group2",2143.71337515044,"1","1"
"Cell303","SeuratProject",6950,816,"Cell303","Batch1","Group4",7818.75112420641,"1","1"
"Cell304","SeuratProject",3190,500,"Cell304","Batch1","Group1",3900.27558931804,"1","1"
"Cell305","SeuratProject",5188,672,"Cell305","Batch1","Group3",5670.31230332993,"0","0"
"Cell306","SeuratProject",2967,447,"Cell306","Batch1","Group3",3471.26793617781,"0","0"
"Cell307","SeuratProject",5031,641,"Cell307","Batch1","Group4",5790.353297659,"2","2"
"Cell308","SeuratProject",3561,499,"Cell308","Batch1","Group2",4113.27429733221,"2","2"
"Cell309","SeuratProject",2359,431,"Cell309","Batch1","Group3",2541.84905939676,"0","0"
"Cell310","SeuratProject",3704,531,"Cell310","Batch1","Group4",4266.10035438205,"3","3"
"Cell311","SeuratProject",3887,587,"Cell311","Batch1","Group4",4781.62100978582,"3","3"
"Cell312","SeuratProject",2351,413,"Cell312","Batch1","Group3",2929.94792104598,"3","3"
"Cell313","SeuratProject",2246,386,"Cell313","Batch1","Group1",2925.48224776913,"1","1"
"Cell314","SeuratProject",2314,389,"Cell314","Batch1","Group2",2617.67702062398,"2","2"
"Cell315","SeuratProject",3491,531,"Cell315","Batch1","Group2",3959.92673982797,"2","2"
"Cell316","SeuratProject",3301,488,"Cell316","Batch1","Group2",3856.55997446149,"2","2"
"Cell317","SeuratProject",4495,589,"Cell317","Batch1","Group3",5059.37703590915,"0","0"
"Cell318","SeuratProject",4545,650,"Cell318","Batch1","Group2",5366.93399413164,"3","3"
"Cell319","SeuratProject",4140,567,"Cell319","Batch1","Group3",4751.4710633793,"0","0"
"Cell320","SeuratProject",3667,562,"Cell320","Batch1","Group2",4148.97208426392,"2","2"
"Cell321","SeuratProject",1913,380,"Cell321","Batch1","Group2",2265.11928063242,"2","2"
"Cell322","SeuratProject",5322,642,"Cell322","Batch1","Group1",6025.42165570068,"1","1"
"Cell323","SeuratProject",2952,481,"Cell323","Batch1","Group2",3519.24891968891,"2","2"
"Cell324","SeuratProject",2233,379,"Cell324","Batch1","Group4",2731.91179788882,"3","3"
"Cell325","SeuratProject",3819,524,"Cell325","Batch1","Group4",4666.11072245844,"2","2"
"Cell326","SeuratProject",4339,578,"Cell326","Batch1","Group4",5076.87760787596,"2","2"
"Cell327","SeuratProject",3776,496,"Cell327","Batch1","Group1",4243.60371337005,"1","1"
"Cell328","SeuratProject",3475,516,"Cell328","Batch1","Group2",3883.02653408357,"2","2"
"Cell329","SeuratProject",4788,594,"Cell329","Batch1","Group4",5350.39501775063,"3","3"
"Cell330","SeuratProject",1740,320,"Cell330","Batch1","Group4",2131.91397371731,"3","3"
"Cell331","SeuratProject",4266,608,"Cell331","Batch1","Group2",4929.67096938554,"2","2"
"Cell332","SeuratProject",2450,426,"Cell332","Batch1","Group2",2861.33734460154,"2","2"
"Cell333","SeuratProject",2113,372,"Cell333","Batch1","Group4",2595.42351519746,"3","3"
"Cell334","SeuratProject",4056,566,"Cell334","Batch1","Group4",4880.94882624354,"3","3"
"Cell335","SeuratProject",1712,338,"Cell335","Batch1","Group1",2182.40703316657,"2","2"
"Cell336","SeuratProject",4735,606,"Cell336","Batch1","Group3",5641.48439865801,"0","0"
"Cell337","SeuratProject",7420,821,"Cell337","Batch1","Group1",8532.35785709985,"1","1"
"Cell338","SeuratProject",2537,401,"Cell338","Batch1","Group4",2888.41875949994,"3","3"
"Cell339","SeuratProject",4768,599,"Cell339","Batch1","Group4",5956.55378550468,"1","1"
"Cell340","SeuratProject",2051,383,"Cell340","Batch1","Group1",2487.96686595273,"1","1"
"Cell341","SeuratProject",1627,331,"Cell341","Batch1","Group4",1933.40392727321,"3","3"
"Cell342","SeuratProject",2563,431,"Cell342","Batch1","Group4",3188.60568831458,"3","3"
"Cell343","SeuratProject",2510,398,"Cell343","Batch1","Group3",2884.53287708909,"1","1"
"Cell344","SeuratProject",3467,492,"Cell344","Batch1","Group4",3985.64858138246,"3","3"
"Cell345","SeuratProject",1413,295,"Cell345","Batch1","Group4",1859.82692244714,"3","3"
"Cell346","SeuratProject",1745,365,"Cell346","Batch1","Group2",2148.02856477007,"2","2"
"Cell347","SeuratProject",2293,390,"Cell347","Batch1","Group4",2766.42142039322,"3","3"
"Cell348","SeuratProject",1972,373,"Cell348","Batch1","Group1",2431.32501772046,"3","3"
"Cell349","SeuratProject",1296,287,"Cell349","Batch1","Group3",1559.2619161306,"0","0"
"Cell350","SeuratProject",2166,383,"Cell350","Batch1","Group4",2516.91367908694,"3","3"
"Cell351","SeuratProject",2968,451,"Cell351","Batch1","Group1",3454.90936427949,"1","1"
"Cell352","SeuratProject",6246,739,"Cell352","Batch1","Group2",6981.80722249334,"1","1"
"Cell353","SeuratProject",2383,404,"Cell353","Batch1","Group1",2769.46019282607,"1","1"
"Cell354","SeuratProject",3971,507,"Cell354","Batch1","Group4",4408.76313134005,"3","3"
"Cell355","SeuratProject",2111,384,"Cell355","Batch1","Group4",2495.00092422956,"3","3"
"Cell356","SeuratProject",1723,325,"Cell356","Batch1","Group4",2120.13618742463,"3","3"
"Cell357","SeuratProject",2361,401,"Cell357","Batch1","Group3",2725.27615421293,"2","2"
"Cell358","SeuratProject",2202,344,"Cell358","Batch1","Group4",2587.37909896286,"3","3"
"Cell359","SeuratProject",5626,682,"Cell359","Batch1","Group4",6649.57585652457,"3","3"
"Cell360","SeuratProject",2160,379,"Cell360","Batch1","Group2",2675.9995819026,"2","2"
"Cell361","SeuratProject",3115,505,"Cell361","Batch1","Group3",3656.4021462478,"0","0"
"Cell362","SeuratProject",1683,342,"Cell362","Batch1","Group2",2085.90170292684,"0","0"
"Cell363","SeuratProject",1745,342,"Cell363","Batch1","Group4",2139.56981124811,"3","3"
"Cell364","SeuratProject",4100,562,"Cell364","Batch1","Group2",4892.87792373625,"2","2"
"Cell365","SeuratProject",2890,462,"Cell365","Batch1","Group1",3558.20771801123,"1","1"
"Cell366","SeuratProject",3270,478,"Cell366","Batch1","Group2",3813.96188838854,"3","3"
"Cell367","SeuratProject",1999,381,"Cell367","Batch1","Group3",2616.66457770537,"0","0"
"Cell368","SeuratProject",3173,482,"Cell368","Batch1","Group3",3727.93157699172,"2","2"
"Cell369","SeuratProject",3898,562,"Cell369","Batch1","Group1",4934.41895542736,"1","1"
"Cell370","SeuratProject",2541,424,"Cell370","Batch1","Group3",3055.13561723231,"0","0"
"Cell371","SeuratProject",1314,299,"Cell371","Batch1","Group2",1708.55093669031,"2","2"
"Cell372","SeuratProject",2872,437,"Cell372","Batch1","Group2",3425.79945069664,"2","2"
"Cell373","SeuratProject",3068,463,"Cell373","Batch1","Group2",3519.80332972255,"2","2"
"Cell374","SeuratProject",4607,631,"Cell374","Batch1","Group3",5433.20460838412,"0","0"
"Cell375","SeuratProject",3244,511,"Cell375","Batch1","Group3",3916.17313338249,"0","0"
"Cell376","SeuratProject",2882,480,"Cell376","Batch1","Group3",3425.15887289154,"0","0"
"Cell377","SeuratProject",4375,562,"Cell377","Batch1","Group1",4860.75606622143,"1","1"
"Cell378","SeuratProject",4233,573,"Cell378","Batch1","Group1",4732.29934361668,"1","1"
"Cell379","SeuratProject",1866,355,"Cell379","Batch1","Group3",2361.21676523575,"0","0"
"Cell380","SeuratProject",2049,364,"Cell380","Batch1","Group1",2753.51619657559,"1","1"
"Cell381","SeuratProject",2782,466,"Cell381","Batch1","Group3",3167.73200076913,"2","2"
"Cell382","SeuratProject",3866,558,"Cell382","Batch1","Group4",4470.17517927604,"3","3"
"Cell383","SeuratProject",4844,643,"Cell383","Batch1","Group2",5640.92828811397,"2","2"
"Cell384","SeuratProject",8385,852,"Cell384","Batch1","Group1",9746.89305400302,"1","1"
"Cell385","SeuratProject",3561,508,"Cell385","Batch1","Group1",4162.24323811588,"1","1"
"Cell386","SeuratProject",3475,492,"Cell386","Batch1","Group4",4133.20491425616,"3","3"
"Cell387","SeuratProject",2750,449,"Cell387","Batch1","Group4",3312.42014229481,"0","0"
"Cell388","SeuratProject",2490,410,"Cell388","Batch1","Group3",2924.04024752841,"0","0"
"Cell389","SeuratProject",4782,623,"Cell389","Batch1","Group2",5331.0679202958,"0","0"
"Cell390","SeuratProject",2194,400,"Cell390","Batch1","Group3",2752.74212318175,"0","0"
"Cell391","SeuratProject",1925,354,"Cell391","Batch1","Group2",2164.35621546212,"2","2"
"Cell392","SeuratProject",1960,341,"Cell392","Batch1","Group1",2413.04744959937,"1","1"
"Cell393","SeuratProject",2623,432,"Cell393","Batch1","Group3",3001.7388121489,"0","0"
"Cell394","SeuratProject",2978,487,"Cell394","Batch1","Group1",3872.74600869542,"1","1"
"Cell395","SeuratProject",2310,383,"Cell395","Batch1","Group3",2535.01858925456,"0","0"
"Cell396","SeuratProject",2784,443,"Cell396","Batch1","Group3",3358.12302237534,"3","3"
"Cell397","SeuratProject",2227,391,"Cell397","Batch1","Group1",2832.22727067346,"1","1"
"Cell398","SeuratProject",2028,388,"Cell398","Batch1","Group1",2600.12596652384,"1","1"
"Cell399","SeuratProject",4922,615,"Cell399","Batch1","Group2",5514.71486928338,"1","1"
"Cell400","SeuratProject",2223,375,"Cell400","Batch1","Group1",2599.08448324726,"1","1"
"Cell401","SeuratProject",1982,351,"Cell401","Batch1","Group4",2505.44758426903,"3","3"
"Cell402","SeuratProject",2702,413,"Cell402","Batch1","Group4",3025.60147664958,"3","3"
"Cell403","SeuratProject",3391,476,"Cell403","Batch1","Group4",3665.65279318892,"3","3"
"Cell404","SeuratProject",2942,455,"Cell404","Batch1","Group1",3352.84967057447,"1","1"
"Cell405","SeuratProject",4004,557,"Cell405","Batch1","Group1",4450.43482775907,"1","1"
"Cell406","SeuratProject",3236,491,"Cell406","Batch1","Group3",3972.24970880651,"0","0"
"Cell407","SeuratProject",1995,381,"Cell407","Batch1","Group3",2381.60051832672,"2","2"
"Cell408","SeuratProject",1944,349,"Cell408","Batch1","Group4",2432.2678495203,"3","3"
"Cell409","SeuratProject",3875,566,"Cell409","Batch1","Group3",4411.23813810145,"0","0"
"Cell410","SeuratProject",3818,549,"Cell410","Batch1","Group2",4545.89957823742,"2","2"
"Cell411","SeuratProject",2331,394,"Cell411","Batch1","Group4",2853.58660036925,"3","3"
"Cell412","SeuratProject",3188,484,"Cell412","Batch1","Group4",3699.82729393756,"3","3"
"Cell413","SeuratProject",2116,352,"Cell413","Batch1","Group4",2452.37000931395,"3","3"
"Cell414","SeuratProject",3200,502,"Cell414","Batch1","Group3",3869.00034448328,"0","0"
"Cell415","SeuratProject",2274,404,"Cell415","Batch1","Group2",2759.62449876777,"2","2"
"Cell416","SeuratProject",2623,419,"Cell416","Batch1","Group1",2973.60499158531,"1","1"
"Cell417","SeuratProject",5156,668,"Cell417","Batch1","Group1",5925.37587630671,"0","0"
"Cell418","SeuratProject",4886,646,"Cell418","Batch1","Group2",5735.4906111294,"2","2"
"Cell419","SeuratProject",3284,474,"Cell419","Batch1","Group3",3723.7245322733,"0","0"
"Cell420","SeuratProject",4034,566,"Cell420","Batch1","Group2",4636.81712505295,"2","2"
"Cell421","SeuratProject",6559,766,"Cell421","Batch1","Group2",7135.65415723321,"2","2"
"Cell422","SeuratProject",5593,674,"Cell422","Batch1","Group4",6394.29119349479,"2","2"
"Cell423","SeuratProject",3009,444,"Cell423","Batch1","Group4",3413.85303531368,"0","0"
"Cell424","SeuratProject",2716,436,"Cell424","Batch1","Group1",3063.71092958685,"1","1"
"Cell425","SeuratProject",2296,407,"Cell425","Batch1","Group2",2624.04108143848,"2","2"
"Cell426","SeuratProject",4961,642,"Cell426","Batch1","Group1",5753.4397931279,"1","1"
"Cell427","SeuratProject",3667,523,"Cell427","Batch1","Group3",4218.97115404821,"0","0"
"Cell428","SeuratProject",6584,776,"Cell428","Batch1","Group3",7515.43373149485,"0","0"
"Cell429","SeuratProject",2178,361,"Cell429","Batch1","Group4",2635.5203328858,"3","3"
"Cell430","SeuratProject",2519,416,"Cell430","Batch1","Group4",3066.99180224786,"3","3"
"Cell431","SeuratProject",2808,418,"Cell431","Batch1","Group4",3272.98190503527,"3","3"
"Cell432","SeuratProject",6178,718,"Cell432","Batch1","Group1",6997.820543123,"1","1"
"Cell433","SeuratProject",5738,708,"Cell433","Batch1","Group3",6561.84919815289,"0","0"
"Cell434","SeuratProject",1366,300,"Cell434","Batch1","Group3",1777.0851896955,"0","0"
"Cell435","SeuratProject",2511,408,"Cell435","Batch1","Group3",3029.54448807196,"0","0"
"Cell436","SeuratProject",1796,363,"Cell436","Batch1","Group3",2326.8810852986,"0","0"
"Cell437","SeuratProject",5083,646,"Cell437","Batch1","Group2",6012.42953814934,"2","2"
"Cell438","SeuratProject",7050,773,"Cell438","Batch1","Group3",7347.47797388949,"0","0"
"Cell439","SeuratProject",2336,432,"Cell439","Batch1","Group3",2929.21449551901,"0","0"
"Cell440","SeuratProject",5080,637,"Cell440","Batch1","Group4",5780.17646774774,"3","3"
"Cell441","SeuratProject",3155,461,"Cell441","Batch1","Group1",3594.34094022836,"1","1"
"Cell442","SeuratProject",2355,420,"Cell442","Batch1","Group3",2743.18574550024,"0","0"
"Cell443","SeuratProject",1704,317,"Cell443","Batch1","Group4",2120.61735295306,"3","3"
"Cell444","SeuratProject",3011,464,"Cell444","Batch1","Group3",3604.89527727528,"0","0"
"Cell445","SeuratProject",2885,452,"Cell445","Batch1","Group4",3426.79854371308,"1","1"
"Cell446","SeuratProject",2330,402,"Cell446","Batch1","Group2",2831.08511722216,"2","2"
"Cell447","SeuratProject",4094,573,"Cell447","Batch1","Group1",4847.43894442112,"1","1"
"Cell448","SeuratProject",1985,373,"Cell448","Batch1","Group3",2324.40676673466,"0","0"
"Cell449","SeuratProject",3224,475,"Cell449","Batch1","Group4",3777.11692174583,"3","3"
"Cell450","SeuratProject",2448,441,"Cell450","Batch1","Group3",3052.74894890302,"0","0"
"Cell451","SeuratProject",1755,361,"Cell451","Batch1","Group3",2263.54856438176,"3","3"
"Cell452","SeuratProject",2849,442,"Cell452","Batch1","Group1",3460.81932014962,"1","1"
"Cell453","SeuratProject",5940,726,"Cell453","Batch1","Group3",7191.03543695449,"2","2"
"Cell454","SeuratProject",3341,505,"Cell454","Batch1","Group1",3956.39730732365,"1","1"
"Cell455","SeuratProject",5096,603,"Cell455","Batch1","Group4",6139.88118483946,"3","3"
"Cell456","SeuratProject",4639,599,"Cell456","Batch1","Group1",5213.42897855248,"1","1"
"Cell457","SeuratProject",2964,475,"Cell457","Batch1","Group2",3632.69800812427,"2","2"
"Cell458","SeuratProject",2739,466,"Cell458","Batch1","Group3",3134.68703286789,"0","0"
"Cell459","SeuratProject",2047,325,"Cell459","Batch1","Group4",2238.07909287698,"3","3"
"Cell460","SeuratProject",3315,517,"Cell460","Batch1","Group1",3950.97886182319,"2","2"
"Cell461","SeuratProject",2344,419,"Cell461","Batch1","Group4",2865.56212875482,"3","3"
"Cell462","SeuratProject",2129,371,"Cell462","Batch1","Group2",2513.0918900863,"2","2"
"Cell463","SeuratProject",4099,600,"Cell463","Batch1","Group3",5053.01321903599,"0","0"
"Cell464","SeuratProject",1970,371,"Cell464","Batch1","Group2",2440.44917151509,"2","2"
"Cell465","SeuratProject",1675,322,"Cell465","Batch1","Group2",2084.34851508266,"2","2"
"Cell466","SeuratProject",3910,555,"Cell466","Batch1","Group4",4439.46252428062,"3","3"
"Cell467","SeuratProject",5674,679,"Cell467","Batch1","Group2",6783.37112777984,"1","1"
"Cell468","SeuratProject",4113,599,"Cell468","Batch1","Group1",4893.71189475751,"1","1"
"Cell469","SeuratProject",2825,430,"Cell469","Batch1","Group1",3204.62918211115,"1","1"
"Cell470","SeuratProject",5963,741,"Cell470","Batch1","Group1",6837.85708319653,"1","1"
"Cell471","SeuratProject",3944,568,"Cell471","Batch1","Group2",4663.92035939403,"2","2"
"Cell472","SeuratProject",2946,426,"Cell472","Batch1","Group4",3354.2651262248,"3","3"
"Cell473","SeuratProject",3835,548,"Cell473","Batch1","Group2",4564.92093210443,"2","2"
"Cell474","SeuratProject",1674,336,"Cell474","Batch1","Group1",2231.60943209892,"1","1"
"Cell475","SeuratProject",4049,550,"Cell475","Batch1","Group4",4563.35903284278,"3","3"
"Cell476","SeuratProject",4066,536,"Cell476","Batch1","Group1",4224.00116531271,"1","1"
"Cell477","SeuratProject",3806,541,"Cell477","Batch1","Group1",4633.90408883707,"1","1"
"Cell478","SeuratProject",2935,466,"Cell478","Batch1","Group1",3373.98229206977,"1","1"
"Cell479","SeuratProject",5781,673,"Cell479","Batch1","Group4",6648.80623652808,"3","3"
"Cell480","SeuratProject",5253,608,"Cell480","Batch1","Group1",5828.96683297406,"1","1"
"Cell481","SeuratProject",5897,735,"Cell481","Batch1","Group3",6643.45113322417,"2","2"
"Cell482","SeuratProject",2884,468,"Cell482","Batch1","Group2",3549.55889311866,"3","3"
"Cell483","SeuratProject",4079,565,"Cell483","Batch1","Group1",4740.83811219799,"1","1"
"Cell484","SeuratProject",4809,623,"Cell484","Batch1","Group1",5476.50649206083,"1","1"
"Cell485","SeuratProject",1630,304,"Cell485","Batch1","Group1",1873.91707518829,"1","1"
"Cell486","SeuratProject",6011,706,"Cell486","Batch1","Group4",6743.96646675816,"3","3"
"Cell487","SeuratProject",6394,742,"Cell487","Batch1","Group1",7084.40579406675,"1","1"
"Cell488","SeuratProject",2925,464,"Cell488","Batch1","Group4",3381.00804912282,"3","3"
"Cell489","SeuratProject",3646,538,"Cell489","Batch1","Group1",4420.63106464916,"0","0"
"Cell490","SeuratProject",4969,640,"Cell490","Batch1","Group1",5742.84394880583,"1","1"
"Cell491","SeuratProject",4937,619,"Cell491","Batch1","Group4",5394.0012038126,"3","3"
"Cell492","SeuratProject",1667,334,"Cell492","Batch1","Group3",1994.4239608973,"2","2"
"Cell493","SeuratProject",1752,355,"Cell493","Batch1","Group2",2128.05637433048,"1","1"
"Cell494","SeuratProject",2721,443,"Cell494","Batch1","Group3",3296.01274302339,"0","0"
"Cell495","SeuratProject",2268,404,"Cell495","Batch1","Group3",2751.27317849878,"0","0"
"Cell496","SeuratProject",3018,463,"Cell496","Batch1","Group4",3604.00625517591,"3","3"
"Cell497","SeuratProject",2204,381,"Cell497","Batch1","Group3",2569.07933064108,"0","0"
"Cell498","SeuratProject",5294,645,"Cell498","Batch1","Group4",5981.76573129326,"3","3"
"Cell499","SeuratProject",2588,414,"Cell499","Batch1","Group2",2998.22712885622,"2","2"
"Cell500","SeuratProject",2691,423,"Cell500","Batch1","Group4",3036.69267648278,"3","3"
"Cell501","SeuratProject",2851,468,"Cell501","Batch1","Group1",3357.81116582668,"1","1"
"Cell502","SeuratProject",2806,447,"Cell502","Batch1","Group4",3398.97123772432,"1","1"
"Cell503","SeuratProject",2102,384,"Cell503","Batch1","Group2",2474.47486170282,"2","2"
"Cell504","SeuratProject",2123,389,"Cell504","Batch1","Group3",2642.00156402379,"0","0"
"Cell505","SeuratProject",6608,778,"Cell505","Batch1","Group2",7306.00565963359,"2","2"
"Cell506","SeuratProject",4829,618,"Cell506","Batch1","Group3",5520.40919383857,"3","3"
"Cell507","SeuratProject",7136,774,"Cell507","Batch1","Group1",7749.29410053037,"1","1"
"Cell508","SeuratProject",1875,341,"Cell508","Batch1","Group2",2155.07292844818,"2","2"
"Cell509","SeuratProject",4205,598,"Cell509","Batch1","Group1",4861.39620585171,"1","1"
"Cell510","SeuratProject",1611,337,"Cell510","Batch1","Group3",2103.93444951005,"0","0"
"Cell511","SeuratProject",3840,518,"Cell511","Batch1","Group4",4472.75620925116,"3","3"
"Cell512","SeuratProject",6765,725,"Cell512","Batch1","Group2",7458.97913176113,"1","1"
"Cell513","SeuratProject",4502,619,"Cell513","Batch1","Group3",5302.16024341482,"0","0"
"Cell514","SeuratProject",4768,590,"Cell514","Batch1","Group1",5383.69273696106,"1","1"
"Cell515","SeuratProject",3989,563,"Cell515","Batch1","Group3",4683.86915999065,"0","0"
"Cell516","SeuratProject",4152,573,"Cell516","Batch1","Group2",4657.31950130673,"2","2"
"Cell517","SeuratProject",2455,432,"Cell517","Batch1","Group1",2963.24801519973,"1","1"
"Cell518","SeuratProject",5197,617,"Cell518","Batch1","Group1",5974.0209235874,"1","1"
"Cell519","SeuratProject",4511,611,"Cell519","Batch1","Group2",5371.74622108961,"2","2"
"Cell520","SeuratProject",2895,463,"Cell520","Batch1","Group3",3408.18777460515,"0","0"
"Cell521","SeuratProject",5648,669,"Cell521","Batch1","Group1",6453.23658178734,"1","1"
"Cell522","SeuratProject",2493,389,"Cell522","Batch1","Group4",2997.73764988653,"3","3"
"Cell523","SeuratProject",7439,835,"Cell523","Batch1","Group3",8555.83732530299,"0","0"
"Cell524","SeuratProject",4078,568,"Cell524","Batch1","Group2",4496.92646731134,"2","2"
"Cell525","SeuratProject",2718,441,"Cell525","Batch1","Group2",3334.54919728407,"2","2"
"Cell526","SeuratProject",1665,336,"Cell526","Batch1","Group4",2082.81740746867,"3","3"
"Cell527","SeuratProject",1851,355,"Cell527","Batch1","Group3",2294.70496631087,"1","1"
"Cell528","SeuratProject",3072,507,"Cell528","Batch1","Group3",3562.9813061948,"0","0"
"Cell529","SeuratProject",4354,579,"Cell529","Batch1","Group2",4908.88562186599,"2","2"
"Cell530","SeuratProject",4887,644,"Cell530","Batch1","Group1",5683.34757722598,"1","1"
"Cell531","SeuratProject",1579,337,"Cell531","Batch1","Group1",2034.02235778557,"1","1"
"Cell532","SeuratProject",4597,628,"Cell532","Batch1","Group2",5087.34322362774,"2","2"
"Cell533","SeuratProject",3073,496,"Cell533","Batch1","Group2",3656.69109061982,"0","0"
"Cell534","SeuratProject",4604,596,"Cell534","Batch1","Group2",5245.04019695372,"2","2"
"Cell535","SeuratProject",1407,303,"Cell535","Batch1","Group3",1666.51727165394,"0","0"
"Cell536","SeuratProject",3674,512,"Cell536","Batch1","Group4",4103.17205222499,"3","3"
"Cell537","SeuratProject",3264,470,"Cell537","Batch1","Group4",3637.45476187167,"3","3"
"Cell538","SeuratProject",2400,442,"Cell538","Batch1","Group3",3120.02893300914,"0","0"
"Cell539","SeuratProject",4384,597,"Cell539","Batch1","Group2",5348.40543352673,"0","0"
"Cell540","SeuratProject",2604,449,"Cell540","Batch1","Group3",3365.6427226489,"0","0"
"Cell541","SeuratProject",3565,565,"Cell541","Batch1","Group2",4211.53640018634,"2","2"
"Cell542","SeuratProject",2590,405,"Cell542","Batch1","Group2",3113.60521580345,"2","2"
"Cell543","SeuratProject",6448,732,"Cell543","Batch1","Group4",7385.2955625135,"1","1"
"Cell544","SeuratProject",1627,324,"Cell544","Batch1","Group1",2116.88337504852,"1","1"
"Cell545","SeuratProject",2567,433,"Cell545","Batch1","Group2",3037.69463783013,"2","2"
"Cell546","SeuratProject",1460,297,"Cell546","Batch1","Group1",1770.92587389356,"1","1"
"Cell547","SeuratProject",2819,438,"Cell547","Batch1","Group1",3523.97485582721,"0","0"
"Cell548","SeuratProject",1784,317,"Cell548","Batch1","Group4",2046.25860466618,"3","3"
"Cell549","SeuratProject",1694,341,"Cell549","Batch1","Group2",2209.85575849328,"2","2"
"Cell550","SeuratProject",4744,633,"Cell550","Batch1","Group1",5593.6130212516,"1","1"
"Cell551","SeuratProject",1818,337,"Cell551","Batch1","Group4",2185.57159484165,"2","2"
"Cell552","SeuratProject",2172,357,"Cell552","Batch1","Group4",2426.07244989421,"3","3"
"Cell553","SeuratProject",4021,547,"Cell553","Batch1","Group1",4444.54603252485,"1","1"
"Cell554","SeuratProject",3790,537,"Cell554","Batch1","Group1",4664.00589134761,"1","1"
"Cell555","SeuratProject",1799,345,"Cell555","Batch1","Group3",2269.66577788103,"0","0"
"Cell556","SeuratProject",4849,605,"Cell556","Batch1","Group2",5562.50087964929,"2","2"
"Cell557","SeuratProject",2549,401,"Cell557","Batch1","Group1",2945.21024161933,"1","1"
"Cell558","SeuratProject",2843,443,"Cell558","Batch1","Group3",3364.28488482962,"0","0"
"Cell559","SeuratProject",1542,306,"Cell559","Batch1","Group3",1802.14699161553,"2","2"
"Cell560","SeuratProject",2368,413,"Cell560","Batch1","Group2",2958.3753350841,"0","0"
"Cell561","SeuratProject",2179,387,"Cell561","Batch1","Group2",2597.95257463216,"2","2"
"Cell562","SeuratProject",7093,833,"Cell562","Batch1","Group3",8166.28354007037,"0","0"
"Cell563","SeuratProject",2443,408,"Cell563","Batch1","Group4",2912.80328102674,"3","3"
"Cell564","SeuratProject",3616,567,"Cell564","Batch1","Group3",4355.3964938655,"2","2"
"Cell565","SeuratProject",3123,484,"Cell565","Batch1","Group2",3672.56175848023,"2","2"
"Cell566","SeuratProject",1413,310,"Cell566","Batch1","Group1",1898.37988260013,"1","1"
"Cell567","SeuratProject",5799,698,"Cell567","Batch1","Group3",6659.77720720587,"0","0"
"Cell568","SeuratProject",2700,435,"Cell568","Batch1","Group2",3067.05885626389,"2","2"
"Cell569","SeuratProject",4951,665,"Cell569","Batch1","Group1",5730.73539048148,"1","1"
"Cell570","SeuratProject",1380,294,"Cell570","Batch1","Group1",1702.27094774347,"1","1"
"Cell571","SeuratProject",1189,269,"Cell571","Batch1","Group2",1444.3012442104,"2","2"
"Cell572","SeuratProject",4378,591,"Cell572","Batch1","Group1",5054.08200313027,"1","1"
"Cell573","SeuratProject",2869,457,"Cell573","Batch1","Group1",3327.78688775306,"1","1"
"Cell574","SeuratProject",1933,363,"Cell574","Batch1","Group4",2383.43869481374,"3","3"
"Cell575","SeuratProject",3787,512,"Cell575","Batch1","Group4",4351.04397689509,"0","0"
"Cell576","SeuratProject",4865,667,"Cell576","Batch1","Group1",5814.52694735805,"1","1"
"Cell577","SeuratProject",3284,501,"Cell577","Batch1","Group2",3821.02059326839,"0","0"
"Cell578","SeuratProject",6341,754,"Cell578","Batch1","Group1",7064.52289284,"1","1"
"Cell579","SeuratProject",3421,478,"Cell579","Batch1","Group4",3994.11891059943,"3","3"
"Cell580","SeuratProject",2316,371,"Cell580","Batch1","Group1",2635.14508710284,"1","1"
"Cell581","SeuratProject",2986,457,"Cell581","Batch1","Group3",3795.04688146568,"0","0"
"Cell582","SeuratProject",1294,302,"Cell582","Batch1","Group1",1761.06557801321,"3","3"
"Cell583","SeuratProject",3373,458,"Cell583","Batch1","Group4",3770.11825627942,"1","1"
"Cell584","SeuratProject",2884,475,"Cell584","Batch1","Group1",3490.96940450809,"1","1"
"Cell585","SeuratProject",2034,355,"Cell585","Batch1","Group4",2332.68268024231,"3","3"
"Cell586","SeuratProject",2211,407,"Cell586","Batch1","Group2",2824.85625747024,"2","2"
"Cell587","SeuratProject",2851,452,"Cell587","Batch1","Group2",3261.18708110358,"2","2"
"Cell588","SeuratProject",2909,453,"Cell588","Batch1","Group2",3365.26447879006,"2","2"
"Cell589","SeuratProject",4125,551,"Cell589","Batch1","Group4",4695.25498166851,"3","3"
"Cell590","SeuratProject",4025,581,"Cell590","Batch1","Group3",4955.97329436202,"0","0"
"Cell591","SeuratProject",2672,449,"Cell591","Batch1","Group2",3098.79376998924,"2","2"
