"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell509","SeuratProject",43011,7059,"Cell509","Batch1","Group1",43605.1707534881,"0","0"
"Cell510","SeuratProject",69898,8823,"Cell510","Batch1","Group3",69920.8013234386,"0","0"
"Cell511","SeuratProject",81571,9386,"Cell511","Batch1","Group3",81594.8252881691,"0","0"
"Cell512","SeuratProject",70754,8754,"Cell512","Batch1","Group1",70837.7724870277,"0","0"
"Cell513","SeuratProject",47557,7353,"Cell513","Batch1","Group3",48188.6961459093,"0","0"
"Cell514","SeuratProject",80983,9404,"Cell514","Batch1","Group1",81031.2315836124,"0","0"
"Cell515","SeuratProject",47299,7323,"Cell515","Batch1","Group1",46681.1772390531,"0","0"
"Cell516","SeuratProject",71462,8909,"Cell516","Batch1","Group1",70759.1626250171,"0","0"
"Cell517","SeuratProject",55357,7872,"Cell517","Batch1","Group1",55286.5940957463,"0","0"
"Cell518","SeuratProject",56841,8007,"Cell518","Batch1","Group1",56447.1193051288,"0","0"
"Cell519","SeuratProject",67280,8681,"Cell519","Batch1","Group2",67207.8304428195,"0","0"
"Cell520","SeuratProject",49854,7555,"Cell520","Batch1","Group4",50233.414957914,"0","0"
"Cell521","SeuratProject",64074,8479,"Cell521","Batch1","Group1",64028.931575534,"0","0"
"Cell522","SeuratProject",50489,7513,"Cell522","Batch1","Group1",50500.1797445634,"0","0"
"Cell523","SeuratProject",69929,8804,"Cell523","Batch1","Group3",69180.7938574341,"0","0"
"Cell524","SeuratProject",81855,9380,"Cell524","Batch1","Group2",81403.0651974003,"0","0"
"Cell525","SeuratProject",63015,8394,"Cell525","Batch1","Group1",63419.1408243793,"0","0"
"Cell526","SeuratProject",54729,7877,"Cell526","Batch1","Group1",54597.8057387162,"0","0"
"Cell527","SeuratProject",58291,8115,"Cell527","Batch1","Group1",58862.4098120998,"0","0"
"Cell528","SeuratProject",44452,7160,"Cell528","Batch1","Group1",44810.8210529057,"0","0"
"Cell529","SeuratProject",70723,8898,"Cell529","Batch1","Group4",70716.5634283624,"0","0"
"Cell530","SeuratProject",54966,7863,"Cell530","Batch1","Group1",55456.5974481721,"0","0"
"Cell531","SeuratProject",61351,8320,"Cell531","Batch1","Group3",61734.0493263291,"0","0"
"Cell532","SeuratProject",61438,8299,"Cell532","Batch1","Group4",61238.6805390375,"0","0"
"Cell533","SeuratProject",31776,5965,"Cell533","Batch1","Group1",32135.1737816495,"0","0"
"Cell534","SeuratProject",66997,8506,"Cell534","Batch1","Group3",67571.0734409419,"0","0"
"Cell535","SeuratProject",84195,9565,"Cell535","Batch1","Group2",83736.6044065448,"0","0"
"Cell536","SeuratProject",62411,8368,"Cell536","Batch1","Group1",62671.3854348168,"0","0"
"Cell537","SeuratProject",43990,6990,"Cell537","Batch1","Group1",43260.5744247847,"0","0"
"Cell538","SeuratProject",69341,8744,"Cell538","Batch1","Group1",69089.0095759805,"0","0"
"Cell539","SeuratProject",50510,7536,"Cell539","Batch1","Group1",49923.5749961699,"0","0"
"Cell540","SeuratProject",86820,9690,"Cell540","Batch1","Group2",86875.9947259165,"0","0"
"Cell541","SeuratProject",72942,9042,"Cell541","Batch1","Group1",72526.8420600025,"0","0"
"Cell542","SeuratProject",74879,9112,"Cell542","Batch1","Group1",74771.3690827212,"0","0"
"Cell543","SeuratProject",56225,8022,"Cell543","Batch1","Group3",55691.4236950587,"0","0"
"Cell544","SeuratProject",44799,7113,"Cell544","Batch1","Group3",45227.4059961794,"0","0"
"Cell545","SeuratProject",65342,8519,"Cell545","Batch1","Group3",65437.9791046551,"0","0"
"Cell546","SeuratProject",64493,8477,"Cell546","Batch1","Group3",64784.9576502037,"0","0"
"Cell547","SeuratProject",74104,9081,"Cell547","Batch1","Group1",74864.6725042028,"0","0"
"Cell548","SeuratProject",72161,8954,"Cell548","Batch1","Group4",71875.6680736856,"0","0"
"Cell549","SeuratProject",72773,8925,"Cell549","Batch1","Group3",72011.392510174,"0","0"
"Cell550","SeuratProject",42760,6990,"Cell550","Batch1","Group1",42797.7144721992,"0","0"
"Cell551","SeuratProject",79904,9329,"Cell551","Batch1","Group1",79979.1159245411,"0","0"
"Cell552","SeuratProject",60679,8168,"Cell552","Batch1","Group2",60981.4738270368,"0","0"
"Cell553","SeuratProject",81079,9361,"Cell553","Batch1","Group1",80949.4315917916,"0","0"
"Cell554","SeuratProject",76703,9176,"Cell554","Batch1","Group1",76712.6946063467,"0","0"
"Cell555","SeuratProject",61226,8207,"Cell555","Batch1","Group1",60945.1680052555,"0","0"
"Cell556","SeuratProject",68746,8733,"Cell556","Batch1","Group3",68383.7384732754,"0","0"
"Cell557","SeuratProject",59120,8164,"Cell557","Batch1","Group1",59057.3978227975,"0","0"
"Cell558","SeuratProject",53324,7740,"Cell558","Batch1","Group3",52859.6321168561,"0","0"
"Cell559","SeuratProject",46330,7287,"Cell559","Batch1","Group2",46286.5621099581,"0","0"
"Cell560","SeuratProject",53384,7828,"Cell560","Batch1","Group3",53380.2404687977,"0","0"
"Cell561","SeuratProject",66529,8692,"Cell561","Batch1","Group1",66181.1634732902,"0","0"
"Cell562","SeuratProject",66960,8673,"Cell562","Batch1","Group2",66805.2719190926,"0","0"
"Cell563","SeuratProject",58051,8020,"Cell563","Batch1","Group3",57903.1862974669,"0","0"
"Cell564","SeuratProject",60480,8281,"Cell564","Batch1","Group2",60452.6633131663,"0","0"
"Cell565","SeuratProject",118663,10917,"Cell565","Batch1","Group1",118082.402545263,"0","0"
"Cell566","SeuratProject",67957,8640,"Cell566","Batch1","Group2",67823.055331338,"0","0"
"Cell567","SeuratProject",56751,8047,"Cell567","Batch1","Group1",57013.4098262218,"0","0"
"Cell568","SeuratProject",56118,7970,"Cell568","Batch1","Group1",56716.9851589637,"0","0"
"Cell569","SeuratProject",64138,8468,"Cell569","Batch1","Group1",63678.958185488,"0","0"
"Cell570","SeuratProject",48308,7472,"Cell570","Batch1","Group2",48067.088318063,"0","0"
"Cell571","SeuratProject",74072,8980,"Cell571","Batch1","Group2",73971.9317277618,"0","0"
"Cell572","SeuratProject",52846,7735,"Cell572","Batch1","Group3",52294.0180928841,"0","0"
"Cell573","SeuratProject",68365,8848,"Cell573","Batch1","Group1",69132.3399286393,"0","0"
"Cell574","SeuratProject",46258,7341,"Cell574","Batch1","Group4",46267.058869811,"0","0"
"Cell575","SeuratProject",71208,8946,"Cell575","Batch1","Group2",71063.6021889529,"0","0"
"Cell576","SeuratProject",65801,8628,"Cell576","Batch1","Group1",65599.6715271578,"0","0"
"Cell577","SeuratProject",37313,6469,"Cell577","Batch1","Group2",37164.9865379699,"0","0"
"Cell578","SeuratProject",51346,7695,"Cell578","Batch1","Group1",51575.0753236139,"0","0"
"Cell579","SeuratProject",57242,8109,"Cell579","Batch1","Group3",57072.9325630636,"0","0"
"Cell580","SeuratProject",67480,8689,"Cell580","Batch1","Group1",67711.1857977526,"0","0"
"Cell581","SeuratProject",75458,9041,"Cell581","Batch1","Group1",74279.9168823498,"0","0"
"Cell582","SeuratProject",55120,7825,"Cell582","Batch1","Group2",54435.7275059449,"0","0"
"Cell583","SeuratProject",44421,7045,"Cell583","Batch1","Group1",44566.2375466983,"0","0"
"Cell584","SeuratProject",54056,7806,"Cell584","Batch1","Group4",53984.5582041037,"0","0"
"Cell585","SeuratProject",64161,8490,"Cell585","Batch1","Group3",63998.5073509174,"0","0"
"Cell586","SeuratProject",56219,8047,"Cell586","Batch1","Group3",56315.8331649099,"0","0"
"Cell587","SeuratProject",70571,8896,"Cell587","Batch1","Group3",70164.5384562528,"0","0"
"Cell588","SeuratProject",50735,7591,"Cell588","Batch1","Group1",50962.1928653704,"0","0"
"Cell589","SeuratProject",52945,7739,"Cell589","Batch1","Group1",53040.3061498724,"0","0"
"Cell590","SeuratProject",77974,9203,"Cell590","Batch1","Group3",78019.718344371,"0","0"
"Cell591","SeuratProject",55215,7974,"Cell591","Batch1","Group1",55593.3333216803,"0","0"
"Cell592","SeuratProject",58966,8042,"Cell592","Batch1","Group2",58482.8947175005,"0","0"
"Cell593","SeuratProject",55342,8037,"Cell593","Batch1","Group2",55361.6769176744,"0","0"
"Cell594","SeuratProject",59272,8135,"Cell594","Batch1","Group2",59181.9468290889,"0","0"
"Cell595","SeuratProject",74098,9192,"Cell595","Batch1","Group1",74853.3853110907,"0","0"
"Cell596","SeuratProject",52824,7756,"Cell596","Batch1","Group3",52682.4204601719,"0","0"
"Cell597","SeuratProject",72189,8968,"Cell597","Batch1","Group2",71971.892132754,"0","0"
"Cell598","SeuratProject",81089,9298,"Cell598","Batch1","Group4",81062.3908825032,"0","0"
"Cell599","SeuratProject",67886,8781,"Cell599","Batch1","Group1",68296.1343332797,"0","0"
"Cell600","SeuratProject",71207,8893,"Cell600","Batch1","Group4",70738.7614738909,"0","0"
"Cell601","SeuratProject",72836,8985,"Cell601","Batch1","Group1",72874.5422785433,"0","0"
"Cell602","SeuratProject",58328,8051,"Cell602","Batch1","Group2",58591.5536594018,"0","0"
"Cell603","SeuratProject",46876,7360,"Cell603","Batch1","Group1",47181.2298158003,"0","0"
"Cell604","SeuratProject",59670,8202,"Cell604","Batch1","Group1",59986.0966259277,"0","0"
"Cell605","SeuratProject",53275,7729,"Cell605","Batch1","Group1",52638.0676716809,"0","0"
"Cell606","SeuratProject",49400,7477,"Cell606","Batch1","Group2",50293.893028431,"0","0"
"Cell607","SeuratProject",53941,7770,"Cell607","Batch1","Group2",54460.6971785136,"0","0"
"Cell608","SeuratProject",59968,8310,"Cell608","Batch1","Group3",59831.458661036,"0","0"
"Cell609","SeuratProject",58450,8122,"Cell609","Batch1","Group1",58406.1039249132,"0","0"
"Cell610","SeuratProject",61509,8207,"Cell610","Batch1","Group3",61276.6783478039,"0","0"
"Cell611","SeuratProject",60961,8291,"Cell611","Batch1","Group2",61360.3929991514,"0","0"
"Cell612","SeuratProject",83924,9536,"Cell612","Batch1","Group3",83604.6253315737,"0","0"
"Cell613","SeuratProject",59863,8264,"Cell613","Batch1","Group3",60452.3566319768,"0","0"
"Cell614","SeuratProject",43305,6984,"Cell614","Batch1","Group4",42985.273339256,"0","0"
"Cell615","SeuratProject",66955,8651,"Cell615","Batch1","Group2",67753.3870651261,"0","0"
"Cell616","SeuratProject",63451,8429,"Cell616","Batch1","Group1",63942.1694769813,"0","0"
"Cell617","SeuratProject",64627,8344,"Cell617","Batch1","Group2",64919.2756735845,"0","0"
"Cell618","SeuratProject",38952,6560,"Cell618","Batch1","Group1",39439.6683603069,"0","0"
"Cell619","SeuratProject",48400,7361,"Cell619","Batch1","Group4",49240.9681105158,"0","0"
"Cell620","SeuratProject",63291,8430,"Cell620","Batch1","Group1",63798.8527254051,"0","0"
"Cell621","SeuratProject",56122,7920,"Cell621","Batch1","Group1",55748.691779057,"0","0"
"Cell622","SeuratProject",52620,7804,"Cell622","Batch1","Group1",52584.9905667368,"0","0"
"Cell623","SeuratProject",72116,8868,"Cell623","Batch1","Group2",70697.2961895457,"0","0"
"Cell624","SeuratProject",38796,6629,"Cell624","Batch1","Group1",38720.248597156,"0","0"
"Cell625","SeuratProject",59866,8231,"Cell625","Batch1","Group3",60292.6511804941,"0","0"
"Cell626","SeuratProject",48332,7416,"Cell626","Batch1","Group1",48847.6539681048,"0","0"
"Cell627","SeuratProject",77629,9135,"Cell627","Batch1","Group1",77846.9298862658,"0","0"
"Cell628","SeuratProject",45803,7198,"Cell628","Batch1","Group1",45329.1794286415,"0","0"
"Cell629","SeuratProject",79713,9300,"Cell629","Batch1","Group3",79561.2937639007,"0","0"
"Cell630","SeuratProject",70287,8768,"Cell630","Batch1","Group1",69256.4893801638,"0","0"
"Cell631","SeuratProject",52207,7619,"Cell631","Batch1","Group2",51679.4557738697,"0","0"
"Cell632","SeuratProject",51880,7693,"Cell632","Batch1","Group4",51750.8947936524,"0","0"
"Cell633","SeuratProject",52943,7843,"Cell633","Batch1","Group1",53126.8437947168,"0","0"
"Cell634","SeuratProject",46704,7236,"Cell634","Batch1","Group4",47373.7160850812,"0","0"
"Cell635","SeuratProject",46355,7340,"Cell635","Batch1","Group1",46794.8240067028,"0","0"
"Cell636","SeuratProject",60234,8188,"Cell636","Batch1","Group1",59937.7885819913,"0","0"
"Cell637","SeuratProject",82378,9374,"Cell637","Batch1","Group3",82308.5907248042,"0","0"
"Cell638","SeuratProject",55563,7955,"Cell638","Batch1","Group3",54601.29716979,"0","0"
"Cell639","SeuratProject",47202,7350,"Cell639","Batch1","Group3",47174.8367985087,"0","0"
"Cell640","SeuratProject",66015,8602,"Cell640","Batch1","Group1",66321.7310529376,"0","0"
"Cell641","SeuratProject",96240,10094,"Cell641","Batch1","Group1",95809.6795327488,"0","0"
"Cell642","SeuratProject",75137,9156,"Cell642","Batch1","Group1",75845.8191892018,"0","0"
"Cell643","SeuratProject",51943,7740,"Cell643","Batch1","Group1",51962.4065315941,"0","0"
"Cell644","SeuratProject",66563,8560,"Cell644","Batch1","Group1",65935.1620377257,"0","0"
"Cell645","SeuratProject",72654,9051,"Cell645","Batch1","Group1",72751.3643372343,"0","0"
"Cell646","SeuratProject",47123,7222,"Cell646","Batch1","Group3",47114.024506755,"0","0"
"Cell647","SeuratProject",71116,8894,"Cell647","Batch1","Group2",71841.6576159685,"0","0"
"Cell648","SeuratProject",50400,7498,"Cell648","Batch1","Group4",50392.6386780731,"0","0"
"Cell649","SeuratProject",55900,7902,"Cell649","Batch1","Group2",55510.0319640943,"0","0"
"Cell650","SeuratProject",63813,8497,"Cell650","Batch1","Group2",64564.7242336563,"0","0"
"Cell651","SeuratProject",93939,9919,"Cell651","Batch1","Group3",93901.7521966741,"0","0"
"Cell652","SeuratProject",71127,8888,"Cell652","Batch1","Group1",71922.4840215448,"0","0"
"Cell653","SeuratProject",47804,7411,"Cell653","Batch1","Group1",47094.5274487122,"0","0"
"Cell654","SeuratProject",59720,8203,"Cell654","Batch1","Group1",59832.4087793789,"0","0"
"Cell655","SeuratProject",48467,7446,"Cell655","Batch1","Group4",48301.2426978697,"0","0"
"Cell656","SeuratProject",77626,9168,"Cell656","Batch1","Group3",76883.9431988066,"0","0"
"Cell657","SeuratProject",56863,8007,"Cell657","Batch1","Group2",56636.9307509117,"0","0"
"Cell658","SeuratProject",51476,7712,"Cell658","Batch1","Group2",51623.5107590889,"0","0"
"Cell659","SeuratProject",57622,8145,"Cell659","Batch1","Group2",58458.9946677312,"0","0"
"Cell660","SeuratProject",76925,9208,"Cell660","Batch1","Group3",76846.253691481,"0","0"
"Cell661","SeuratProject",64644,8520,"Cell661","Batch1","Group2",64978.3811022044,"0","0"
"Cell662","SeuratProject",66727,8609,"Cell662","Batch1","Group4",66672.8883835978,"0","0"
"Cell663","SeuratProject",92988,9895,"Cell663","Batch1","Group2",93517.9831126368,"0","0"
"Cell664","SeuratProject",44989,7202,"Cell664","Batch1","Group2",44776.2466357145,"0","0"
"Cell665","SeuratProject",62796,8453,"Cell665","Batch1","Group4",63854.8219756179,"0","0"
"Cell666","SeuratProject",51289,7639,"Cell666","Batch1","Group1",50849.4295302173,"0","0"
"Cell667","SeuratProject",63805,8486,"Cell667","Batch1","Group1",63804.2757447991,"0","0"
"Cell668","SeuratProject",57939,8124,"Cell668","Batch1","Group1",58315.0031481062,"0","0"
"Cell669","SeuratProject",64817,8436,"Cell669","Batch1","Group4",64560.8173463164,"0","0"
"Cell670","SeuratProject",68337,8670,"Cell670","Batch1","Group3",67805.0373155792,"0","0"
"Cell671","SeuratProject",45719,7203,"Cell671","Batch1","Group3",46181.4784633206,"0","0"
"Cell672","SeuratProject",49094,7323,"Cell672","Batch1","Group1",48557.8293992644,"0","0"
"Cell673","SeuratProject",82296,9331,"Cell673","Batch1","Group4",82281.9387505631,"0","0"
"Cell674","SeuratProject",40480,6758,"Cell674","Batch1","Group4",40612.1771934523,"0","0"
"Cell675","SeuratProject",56132,8008,"Cell675","Batch1","Group2",56118.5080625496,"0","0"
"Cell676","SeuratProject",67260,8578,"Cell676","Batch1","Group1",67535.6725668243,"0","0"
"Cell677","SeuratProject",55264,7917,"Cell677","Batch1","Group1",54942.4718273036,"0","0"
"Cell678","SeuratProject",67252,8661,"Cell678","Batch1","Group1",67778.1981117745,"0","0"
"Cell679","SeuratProject",63289,8428,"Cell679","Batch1","Group4",63335.5110951204,"0","0"
"Cell680","SeuratProject",49530,7555,"Cell680","Batch1","Group1",49961.9286378807,"0","0"
"Cell681","SeuratProject",52827,7765,"Cell681","Batch1","Group3",53130.9277158214,"0","0"
"Cell682","SeuratProject",45504,7121,"Cell682","Batch1","Group3",45299.7600263804,"0","0"
"Cell683","SeuratProject",52592,7741,"Cell683","Batch1","Group2",52080.5519331909,"0","0"
"Cell684","SeuratProject",50942,7619,"Cell684","Batch1","Group1",51322.9227909978,"0","0"
"Cell685","SeuratProject",77787,9236,"Cell685","Batch1","Group1",77497.716258804,"0","0"
"Cell686","SeuratProject",54882,7957,"Cell686","Batch1","Group4",55326.0115768858,"0","0"
"Cell687","SeuratProject",57312,8033,"Cell687","Batch1","Group1",57388.1880188202,"0","0"
"Cell688","SeuratProject",51868,7752,"Cell688","Batch1","Group1",51867.3773673954,"0","0"
"Cell689","SeuratProject",51937,7769,"Cell689","Batch1","Group4",51880.6569257971,"0","0"
"Cell690","SeuratProject",68206,8676,"Cell690","Batch1","Group1",67637.224635035,"0","0"
"Cell691","SeuratProject",58550,8068,"Cell691","Batch1","Group1",58148.595426378,"0","0"
"Cell692","SeuratProject",69842,8796,"Cell692","Batch1","Group2",70813.4068429743,"0","0"
"Cell693","SeuratProject",47473,7429,"Cell693","Batch1","Group4",47848.1028284924,"0","0"
"Cell694","SeuratProject",58065,8064,"Cell694","Batch1","Group3",57953.1097794157,"0","0"
"Cell695","SeuratProject",46556,7221,"Cell695","Batch1","Group1",46107.2053772009,"0","0"
"Cell696","SeuratProject",59839,8201,"Cell696","Batch1","Group4",59788.9991161811,"0","0"
"Cell697","SeuratProject",75332,9105,"Cell697","Batch1","Group1",75604.5182096251,"0","0"
"Cell698","SeuratProject",50678,7523,"Cell698","Batch1","Group3",50909.9713780743,"0","0"
"Cell699","SeuratProject",49181,7513,"Cell699","Batch1","Group1",49710.6290542611,"0","0"
"Cell700","SeuratProject",58212,8127,"Cell700","Batch1","Group2",58175.709041703,"0","0"
"Cell701","SeuratProject",87917,9788,"Cell701","Batch1","Group1",87678.0132230162,"0","0"
"Cell702","SeuratProject",62495,8460,"Cell702","Batch1","Group1",62840.3404194142,"0","0"
"Cell703","SeuratProject",74328,9021,"Cell703","Batch1","Group1",73580.7691394611,"0","0"
"Cell704","SeuratProject",45821,7238,"Cell704","Batch1","Group3",46927.6205887485,"0","0"
"Cell705","SeuratProject",52675,7797,"Cell705","Batch1","Group1",53352.1564950453,"0","0"
"Cell706","SeuratProject",74163,8988,"Cell706","Batch1","Group2",73900.9206054789,"0","0"
"Cell707","SeuratProject",51554,7647,"Cell707","Batch1","Group4",51761.2796592959,"0","0"
"Cell708","SeuratProject",53813,7786,"Cell708","Batch1","Group2",53853.5152855336,"0","0"
"Cell709","SeuratProject",52200,7759,"Cell709","Batch1","Group1",52093.1732977008,"0","0"
"Cell710","SeuratProject",81438,9277,"Cell710","Batch1","Group3",81101.775883247,"0","0"
"Cell711","SeuratProject",84136,9561,"Cell711","Batch1","Group3",83731.1786529963,"0","0"
"Cell712","SeuratProject",80050,9329,"Cell712","Batch1","Group4",81123.1208540341,"0","0"
"Cell713","SeuratProject",59571,8163,"Cell713","Batch1","Group3",59429.8851755721,"0","0"
"Cell714","SeuratProject",48706,7510,"Cell714","Batch1","Group2",49106.1233400891,"0","0"
"Cell715","SeuratProject",47947,7293,"Cell715","Batch1","Group2",47808.8385900205,"0","0"
"Cell716","SeuratProject",69603,8782,"Cell716","Batch1","Group1",69348.4730421755,"0","0"
"Cell717","SeuratProject",62985,8471,"Cell717","Batch1","Group1",62884.5591522067,"0","0"
"Cell718","SeuratProject",53598,7913,"Cell718","Batch1","Group4",54197.9724002919,"0","0"
"Cell719","SeuratProject",54748,7899,"Cell719","Batch1","Group4",54910.0974584385,"0","0"
"Cell720","SeuratProject",50048,7542,"Cell720","Batch1","Group3",50442.0196397076,"0","0"
"Cell721","SeuratProject",66014,8518,"Cell721","Batch1","Group2",66418.176087384,"0","0"
"Cell722","SeuratProject",95341,9987,"Cell722","Batch1","Group2",95368.8674309097,"0","0"
"Cell723","SeuratProject",58815,8144,"Cell723","Batch1","Group2",58430.4626408594,"0","0"
"Cell724","SeuratProject",71890,8819,"Cell724","Batch1","Group2",71770.7949954601,"0","0"
"Cell725","SeuratProject",57140,8032,"Cell725","Batch1","Group4",57336.175394442,"0","0"
"Cell726","SeuratProject",40450,6737,"Cell726","Batch1","Group1",40694.3913319307,"0","0"
"Cell727","SeuratProject",71236,8798,"Cell727","Batch1","Group1",70989.6636065182,"0","0"
"Cell728","SeuratProject",58256,8082,"Cell728","Batch1","Group3",58749.2086443951,"0","0"
"Cell729","SeuratProject",55920,8014,"Cell729","Batch1","Group2",56345.3203794999,"0","0"
"Cell730","SeuratProject",79461,9272,"Cell730","Batch1","Group3",79344.9837205237,"0","0"
"Cell731","SeuratProject",54886,7804,"Cell731","Batch1","Group2",54362.8047811082,"0","0"
"Cell732","SeuratProject",69901,8832,"Cell732","Batch1","Group4",69732.5133313624,"0","0"
"Cell733","SeuratProject",74973,9056,"Cell733","Batch1","Group4",74845.8712504471,"0","0"
"Cell734","SeuratProject",60982,8265,"Cell734","Batch1","Group1",60546.3351538002,"0","0"
"Cell735","SeuratProject",37981,6565,"Cell735","Batch1","Group1",37954.9484954623,"0","0"
"Cell736","SeuratProject",59440,8168,"Cell736","Batch1","Group1",59801.2845967694,"0","0"
"Cell737","SeuratProject",72806,8982,"Cell737","Batch1","Group4",72447.4417478689,"0","0"
"Cell738","SeuratProject",48726,7496,"Cell738","Batch1","Group3",49280.7054434621,"0","0"
"Cell739","SeuratProject",53619,7766,"Cell739","Batch1","Group3",53658.0987879608,"0","0"
"Cell740","SeuratProject",65285,8608,"Cell740","Batch1","Group3",65822.4338552705,"0","0"
"Cell741","SeuratProject",58114,8186,"Cell741","Batch1","Group1",58241.4448923916,"0","0"
"Cell742","SeuratProject",69184,8849,"Cell742","Batch1","Group4",69054.6764315881,"0","0"
"Cell743","SeuratProject",53244,7818,"Cell743","Batch1","Group2",52975.1456367589,"0","0"
"Cell744","SeuratProject",45115,7149,"Cell744","Batch1","Group4",45366.674133446,"0","0"
"Cell745","SeuratProject",54645,7898,"Cell745","Batch1","Group1",54546.7472570065,"0","0"
"Cell746","SeuratProject",60011,8258,"Cell746","Batch1","Group1",59762.2760461569,"0","0"
"Cell747","SeuratProject",43263,7028,"Cell747","Batch1","Group1",43217.0325606599,"0","0"
"Cell748","SeuratProject",67626,8714,"Cell748","Batch1","Group1",68332.2632330307,"0","0"
"Cell749","SeuratProject",85099,9587,"Cell749","Batch1","Group2",84901.4696705588,"0","0"
"Cell750","SeuratProject",56642,8016,"Cell750","Batch1","Group1",57165.6614588439,"0","0"
"Cell751","SeuratProject",66434,8649,"Cell751","Batch1","Group1",66255.8777796085,"0","0"
"Cell752","SeuratProject",54728,7869,"Cell752","Batch1","Group2",54357.0072936126,"0","0"
"Cell753","SeuratProject",51420,7604,"Cell753","Batch1","Group4",51554.4517793694,"0","0"
"Cell754","SeuratProject",41373,6861,"Cell754","Batch1","Group3",40845.8821446048,"0","0"
"Cell755","SeuratProject",47863,7428,"Cell755","Batch1","Group1",47705.7886124885,"0","0"
"Cell756","SeuratProject",51564,7679,"Cell756","Batch1","Group1",52282.8114267748,"0","0"
"Cell757","SeuratProject",76364,9229,"Cell757","Batch1","Group3",77002.4960359057,"0","0"
"Cell758","SeuratProject",36134,6355,"Cell758","Batch1","Group3",36037.1775303248,"0","0"
"Cell759","SeuratProject",43444,7053,"Cell759","Batch1","Group1",42902.2698348054,"0","0"
"Cell760","SeuratProject",62027,8377,"Cell760","Batch1","Group3",62340.1991046723,"0","0"
"Cell761","SeuratProject",47160,7353,"Cell761","Batch1","Group4",47096.1485198506,"0","0"
"Cell762","SeuratProject",80821,9368,"Cell762","Batch1","Group1",81173.865976478,"0","0"
"Cell763","SeuratProject",73662,9103,"Cell763","Batch1","Group1",73416.2701520975,"0","0"
"Cell764","SeuratProject",68984,8708,"Cell764","Batch1","Group2",68588.524655064,"0","0"
"Cell765","SeuratProject",50783,7545,"Cell765","Batch1","Group1",50679.292652687,"0","0"
"Cell766","SeuratProject",58208,8181,"Cell766","Batch1","Group2",58212.011513188,"0","0"
"Cell767","SeuratProject",54560,7716,"Cell767","Batch1","Group1",54090.2883894427,"0","0"
"Cell768","SeuratProject",59464,8207,"Cell768","Batch1","Group3",59478.2437906147,"0","0"
"Cell769","SeuratProject",60325,8256,"Cell769","Batch1","Group1",59879.2980927587,"0","0"
"Cell770","SeuratProject",70790,8777,"Cell770","Batch1","Group2",69527.2626436404,"0","0"
"Cell771","SeuratProject",63748,8551,"Cell771","Batch1","Group1",64539.6144906661,"0","0"
"Cell772","SeuratProject",64139,8466,"Cell772","Batch1","Group2",63875.089463849,"0","0"
"Cell773","SeuratProject",61357,8348,"Cell773","Batch1","Group1",61326.840823509,"0","0"
"Cell774","SeuratProject",49063,7449,"Cell774","Batch1","Group2",49183.3451416197,"0","0"
"Cell775","SeuratProject",46839,7289,"Cell775","Batch1","Group1",46848.3260421299,"0","0"
"Cell776","SeuratProject",89097,9798,"Cell776","Batch1","Group2",88951.86880776,"0","0"
"Cell777","SeuratProject",44323,7081,"Cell777","Batch1","Group2",44015.7850354985,"0","0"
"Cell778","SeuratProject",48256,7446,"Cell778","Batch1","Group2",47993.7059544359,"0","0"
"Cell779","SeuratProject",49409,7520,"Cell779","Batch1","Group2",49290.6872879523,"0","0"
"Cell780","SeuratProject",67873,8569,"Cell780","Batch1","Group1",67739.9213827716,"0","0"
"Cell781","SeuratProject",58894,8178,"Cell781","Batch1","Group1",58429.627879078,"0","0"
"Cell782","SeuratProject",59209,8174,"Cell782","Batch1","Group3",60026.3264227837,"0","0"
"Cell783","SeuratProject",63352,8416,"Cell783","Batch1","Group3",62942.4533620334,"0","0"
"Cell784","SeuratProject",62656,8338,"Cell784","Batch1","Group1",63083.2193254323,"0","0"
"Cell785","SeuratProject",55489,7948,"Cell785","Batch1","Group3",55916.5181299529,"0","0"
"Cell786","SeuratProject",60943,8216,"Cell786","Batch1","Group4",60389.8137033066,"0","0"
"Cell787","SeuratProject",46538,7325,"Cell787","Batch1","Group3",46516.416747094,"0","0"
"Cell788","SeuratProject",61859,8343,"Cell788","Batch1","Group1",61693.2784355935,"0","0"
"Cell789","SeuratProject",58934,8161,"Cell789","Batch1","Group1",58655.0085427702,"0","0"
"Cell790","SeuratProject",62235,8381,"Cell790","Batch1","Group3",63202.5642536801,"0","0"
"Cell791","SeuratProject",59542,8192,"Cell791","Batch1","Group2",60021.767448029,"0","0"
"Cell792","SeuratProject",62172,8235,"Cell792","Batch1","Group3",61391.7963341212,"0","0"
"Cell793","SeuratProject",54404,7896,"Cell793","Batch1","Group2",53339.3006698829,"0","0"
"Cell794","SeuratProject",73610,9025,"Cell794","Batch1","Group1",73673.0616945231,"0","0"
"Cell795","SeuratProject",90345,9908,"Cell795","Batch1","Group3",90795.9954733275,"0","0"
"Cell796","SeuratProject",62345,8381,"Cell796","Batch1","Group1",62360.2563055962,"0","0"
"Cell797","SeuratProject",65642,8512,"Cell797","Batch1","Group3",64654.9031731493,"0","0"
"Cell798","SeuratProject",40774,6811,"Cell798","Batch1","Group2",40209.65602416,"0","0"
"Cell799","SeuratProject",61607,8288,"Cell799","Batch1","Group2",61817.1062855127,"0","0"
